Order Date,Ship Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,,Sales,Sum of Profit,,,,,,,,
03-03-2016,08-03-2016,Office Supplies,Binders,125.76,3,0.2,40.872,,10.304,-2.1896,,,,,,,,
03-03-2016,08-03-2016,Office Supplies,Binders,25.32,5,0.2,9.1785,,10.332,-5.9409,,,,,,,,
04-05-2016,08-05-2016,Office Supplies,Binders,46.8,4,0,21.06,,10.368,32.6592,,,,,,,,
10-03-2016,14-03-2016,Office Supplies,Paper,22.38,2,0,10.7424,,10.43,-18.2525,,,,,,,,
21-04-2016,25-04-2016,Office Supplies,Binders,16.52,5,0.2,5.5755,,10.464,1.7004,,,,,,,,
27-12-2016,30-12-2016,Office Supplies,Labels,11.56,4,0,5.4332,,10.5,2.94,,,,,,,,
21-06-2016,25-06-2016,Technology,Phones,1322.93,7,0,357.1911,,10.56,9.504,,,,,,,,
21-06-2016,25-06-2016,Office Supplies,Art,3.76,2,0,1.0904,,10.68,9.078,,,,,,,,
24-11-2016,30-11-2016,Office Supplies,Binders,12.096,7,0.2,4.2336,,10.688,7.4816,,,,,,,,
24-11-2016,30-11-2016,Office Supplies,Storage,485.88,6,0,9.7176,,10.72,1.742,,,,,,,,
24-11-2016,30-11-2016,Office Supplies,Paper,25.92,4,0,12.4416,,10.75,3.5475,,,,,,,,
24-11-2016,30-11-2016,Office Supplies,Storage,197.58,2,0,53.3466,,10.776,-4.8492,,,,,,,,
05-07-2016,08-07-2016,Office Supplies,Paper,19.44,3,0,9.3312,,10.78,-17.248,,,,,,,,
05-07-2016,05-07-2016,Office Supplies,Storage,220.776,3,0.2,-44.1552,,10.896,7.3548,,,,,,,,
19-03-2016,21-03-2016,Furniture,Furnishings,20.016,3,0.2,5.5044,,10.95,3.285,,,,,,,,
04-08-2016,09-08-2016,Technology,Phones,399.96,5,0.2,34.9965,,10.98,2.9646,,,,,,,,
04-08-2016,09-08-2016,Office Supplies,Storage,158.9,5,0,7.945,,10.984,-7.9634,,,,,,,,
21-03-2016,25-03-2016,Furniture,Furnishings,32.952,3,0.2,6.5904,,10.99,4.2861,,,,,,,,
21-03-2016,25-03-2016,Furniture,Chairs,218.376,3,0.2,-10.9188,,11.07,5.0922,,,,,,,,
22-03-2016,26-03-2016,Furniture,Chairs,314.352,3,0.2,-35.3646,,11.088,-8.1312,,,,,,,,
24-12-2016,29-12-2016,Office Supplies,Storage,142.86,1,0,41.4294,,11.12,5.4488,,,,,,,,
24-03-2016,29-03-2016,Furniture,Furnishings,40.48,2,0,14.5728,,11.12,3.475,,,,,,,,
18-04-2016,22-04-2016,Technology,Accessories,227.976,3,0.2,28.497,,11.16,5.58,,,,,,,,
28-04-2016,03-05-2016,Technology,Accessories,159.98,2,0,57.5928,,11.264,3.8016,,,,,,,,
05-07-2016,05-07-2016,Office Supplies,Storage,281.424,11,0.2,-35.178,,11.34,5.2164,,,,,,,,
05-07-2016,08-07-2016,Technology,Accessories,479.97,3,0,163.1898,,11.352,4.1151,,,,,,,,
28-09-2016,03-10-2016,Office Supplies,Storage,46.26,3,0,12.4902,,11.36,26.4688,,,,,,,,
27-05-2016,30-05-2016,Office Supplies,Binders,17.46,6,0.8,-30.555,,11.43,5.3721,,,,,,,,
16-02-2016,21-02-2016,Office Supplies,Binders,1.08,3,0.8,-1.728,,11.52,21.4848,,,,,,,,
16-02-2016,21-02-2016,Office Supplies,Appliances,7.96,2,0.8,-13.93,,11.56,11.0976,,,,,,,,
06-05-2016,10-05-2016,Office Supplies,Binders,140.736,8,0.2,52.776,,11.62,3.6022,,,,,,,,
17-03-2016,24-03-2016,Office Supplies,Appliances,93.78,2,0,36.5742,,11.64,3.3756,,,,,,,,
17-03-2016,24-03-2016,Office Supplies,Paper,47.18,7,0,23.59,,11.648,4.0768,,,,,,,,
17-03-2016,24-03-2016,Office Supplies,Art,19.68,6,0,5.7072,,11.76,3.1752,,,,,,,,
17-03-2016,24-03-2016,Office Supplies,Binders,53.4,10,0,25.098,,11.784,4.2717,,,,,,,,
17-03-2016,24-03-2016,Office Supplies,Binders,35.88,6,0,17.2224,,11.808,3.9852,,,,,,,,
25-03-2016,01-04-2016,Furniture,Chairs,366.786,7,0.1,65.2064,,11.808,-8.6592,,,,,,,,
05-07-2016,08-07-2016,Furniture,Furnishings,19.52,2,0.2,5.368,,11.85,3.792,,,,,,,,
05-07-2016,08-07-2016,Furniture,Furnishings,213.216,3,0.2,15.9912,,11.88,5.346,,,,,,,,
28-03-2016,02-04-2016,Furniture,Tables,1184.72,4,0,106.6248,,11.91,0.1191,,,,,,,,
01-04-2016,06-04-2016,Office Supplies,Labels,29.6,2,0,14.8,,11.952,4.0338,,,,,,,,
01-04-2016,06-04-2016,Office Supplies,Binders,17.088,4,0.2,5.5536,,11.96,11.7208,,,,,,,,
04-08-2016,09-08-2016,Office Supplies,Binders,13.184,1,0.2,4.7792,,11.98,-19.168,,,,,,,,
04-08-2016,08-08-2016,Technology,Accessories,255.42,9,0,104.7222,,12.096,4.2336,,,,,,,,
04-08-2016,08-08-2016,Office Supplies,Appliances,101.96,2,0,27.5292,,12.18,3.8976,,,,,,,,
04-08-2016,08-08-2016,Office Supplies,Paper,259.74,13,0,124.6752,,12.35,5.434,,,,,,,,
05-08-2016,09-08-2016,Office Supplies,Paper,20.94,3,0,9.8418,,12.35,5.8045,,,,,,,,
05-08-2016,09-08-2016,Office Supplies,Paper,110.96,2,0,53.2608,,12.384,-19.8144,,,,,,,,
06-04-2016,08-04-2016,Office Supplies,Supplies,10.304,1,0.2,-2.1896,,12.39,15.3636,,,,,,,,
28-03-2016,03-04-2016,Furniture,Tables,330.588,1,0.4,-143.2548,,12.42,4.4712,,,,,,,,
30-04-2016,02-05-2016,Technology,Accessories,47.79,3,0,16.2486,,12.448,3.89,,,,,,,,
30-06-2016,05-07-2016,Office Supplies,Binders,334.768,7,0.2,108.7996,,12.462,-20.5623,,,,,,,,
19-12-2016,21-12-2016,Office Supplies,Binders,152.76,6,0,74.8524,,12.54,4.5144,,,,,,,,
19-12-2016,21-12-2016,Office Supplies,Supplies,7.27,1,0,1.9629,,12.6,5.796,,,,,,,,
29-03-2016,02-04-2016,Furniture,Tables,890.841,3,0.3,-152.7156,,12.624,1.4202,,,,,,,,
23-04-2016,24-04-2016,Office Supplies,Binders,2.502,3,0.7,-1.7514,,12.645,-10.116,,,,,,,,
30-03-2016,04-04-2016,Furniture,Bookcases,205.666,2,0.15,-12.098,,12.67,4.5612,,,,,,,,
30-03-2016,01-04-2016,Furniture,Chairs,127.302,7,0.3,-9.093,,12.672,4.4352,,,,,,,,
09-05-2016,15-05-2016,Technology,Accessories,67.8,4,0,4.068,,12.72,6.36,,,,,,,,
27-11-2016,03-12-2016,Office Supplies,Fasteners,3.76,2,0,1.316,,12.768,4.6284,,,,,,,,
29-11-2016,06-12-2016,Office Supplies,Labels,5.04,2,0.2,1.764,,12.78,5.2398,,,,,,,,
17-12-2016,19-12-2016,Office Supplies,Art,40.05,3,0,11.214,,12.84,11.556,,,,,,,,
03-02-2016,06-02-2016,Office Supplies,Binders,83.84,2,0.2,27.248,,12.912,4.6806,,,,,,,,
03-02-2016,06-02-2016,Office Supplies,Binders,13.272,3,0.2,4.3134,,12.94,6.47,,,,,,,,
31-03-2016,31-03-2016,Furniture,Chairs,1125.488,7,0.2,98.4802,,12.96,48.4704,,,,,,,,
11-03-2016,16-03-2016,Office Supplies,Fasteners,10.464,6,0.2,1.7004,,12.984,4.7067,,,,,,,,
04-02-2016,08-02-2016,Office Supplies,Binders,82.896,3,0.2,29.0136,,13,1.3,,,,,,,,
04-02-2016,08-02-2016,Office Supplies,Paper,34.24,4,0,16.0928,,13.04,5.7376,,,,,,,,
02-04-2016,08-04-2016,Furniture,Furnishings,177.68,2,0,46.1968,,13.12,11.9392,,,,,,,,
05-07-2016,11-07-2016,Office Supplies,Binders,180.96,6,0.2,67.86,,13.128,3.7743,,,,,,,,
03-05-2016,05-05-2016,Office Supplies,Labels,21.56,7,0,10.3488,,13.16,4.1125,,,,,,,,
04-04-2016,09-04-2016,Office Supplies,Labels,18.9,6,0,9.072,,13.184,4.7792,,,,,,,,
04-03-2016,04-03-2016,Office Supplies,Storage,354.9,5,0,17.745,,13.194,-8.796,,,,,,,,
04-04-2016,09-04-2016,Furniture,Furnishings,5.47,1,0,2.3521,,13.272,4.3134,,,,,,,,
23-11-2016,25-11-2016,Office Supplies,Envelopes,21.84,3,0,10.4832,,13.28,6.3744,,,,,,,,
09-05-2016,15-05-2016,Technology,Accessories,167.97,3,0,40.3128,,13.36,17.7688,,,,,,,,
06-04-2016,08-04-2016,Furniture,Tables,154.764,3,0.4,-36.1116,,13.392,3.1806,,,,,,,,
15-12-2016,18-12-2016,Technology,Phones,40.68,3,0.2,-9.153,,13.44,6.5856,,,,,,,,
06-04-2016,12-04-2016,Furniture,Tables,653.55,3,0,111.1035,,13.494,-2.249,,,,,,,,
19-10-2016,19-10-2016,Office Supplies,Paper,13.44,3,0,6.5856,,13.62,6.129,,,,,,,,
06-04-2016,12-04-2016,Furniture,Furnishings,91.96,2,0,15.6332,,13.698,-9.5886,,,,,,,,
26-05-2016,30-05-2016,Technology,Phones,201.584,2,0.2,20.1584,,13.88,-2.6025,,,,,,,,
26-05-2016,30-05-2016,Technology,Phones,83.984,2,0.2,31.494,,13.89,4.5837,,,,,,,,
26-11-2016,02-12-2016,Office Supplies,Paper,15.552,3,0.2,5.4432,,13.904,4.5188,,,,,,,,
26-11-2016,02-12-2016,Office Supplies,Storage,669.08,5,0.2,-167.27,,13.92,4.872,,,,,,,,
26-11-2016,02-12-2016,Technology,Phones,438.336,4,0.2,-87.6672,,13.96,6.7008,,,,,,,,
29-11-2016,04-12-2016,Office Supplies,Fasteners,12.624,2,0.2,3.945,,13.97,3.6322,,,,,,,,
05-08-2016,11-08-2016,Technology,Accessories,16.36,1,0,1.636,,13.98,4.0542,,,,,,,,
05-08-2016,09-08-2016,Furniture,Chairs,340.144,7,0.2,21.259,,13.984,4.7196,,,,,,,,
06-04-2016,12-04-2016,Furniture,Furnishings,33.11,7,0,12.9129,,14.016,-31.536,,,,,,,,
07-09-2016,13-09-2016,Office Supplies,Storage,64.784,1,0.2,-14.5764,,14.04,6.7392,,,,,,,,
07-09-2016,13-09-2016,Technology,Phones,32.382,3,0.4,4.3176,,14.19,5.5341,,,,,,,,
07-04-2016,10-04-2016,Furniture,Furnishings,8.96,2,0,2.7776,,14.301,-10.4874,,,,,,,,
07-09-2016,13-09-2016,Technology,Machines,399.54,4,0.7,-559.356,,14.304,4.6488,,,,,,,,
08-04-2016,12-04-2016,Furniture,Tables,1215.92,8,0,316.1392,,14.32,5.191,,,,,,,,
08-04-2016,12-04-2016,Furniture,Tables,99.592,1,0.2,2.4898,,14.352,14.1726,,,,,,,,
02-02-2016,06-02-2016,Office Supplies,Fasteners,12.35,5,0,5.8045,,14.4,20.736,,,,,,,,
28-09-2016,03-10-2016,Office Supplies,Paper,96.256,8,0.2,31.2832,,14.45,6.7915,,,,,,,,
28-09-2016,03-10-2016,Office Supplies,Paper,10.688,2,0.2,3.7408,,14.48,-23.892,,,,,,,,
05-08-2016,07-08-2016,Furniture,Chairs,1133.35,5,0,294.671,,14.48,4.887,,,,,,,,
06-06-2016,09-06-2016,Office Supplies,Art,13.36,2,0,4.9432,,14.52,4.7916,,,,,,,,
25-04-2016,29-04-2016,Office Supplies,Paper,10.368,2,0.2,3.6288,,14.56,11.7936,,,,,,,,
25-04-2016,29-04-2016,Office Supplies,Art,6.24,3,0.2,0.546,,14.576,2.3686,,,,,,,,
11-05-2016,16-05-2016,Technology,Accessories,58.112,2,0.2,7.264,,14.62,20.468,,,,,,,,
19-01-2016,20-01-2016,Furniture,Bookcases,181.47,5,0.7,-320.597,,14.67,10.7091,,,,,,,,
22-03-2016,26-03-2016,Office Supplies,Binders,7.644,4,0.7,-5.8604,,14.73,4.8609,,,,,,,,
22-03-2016,26-03-2016,Office Supplies,Binders,51.465,5,0.7,-39.4565,,14.76,4.2804,,,,,,,,
28-04-2016,03-05-2016,Office Supplies,Binders,20.86,2,0,9.387,,14.88,3.72,,,,,,,,
28-04-2016,03-05-2016,Office Supplies,Storage,497.61,9,0,129.3786,,14.9,4.172,,,,,,,,
28-04-2016,03-05-2016,Office Supplies,Art,5.34,2,0,1.4952,,14.94,41.9814,,,,,,,,
28-04-2016,03-05-2016,Office Supplies,Labels,3.15,1,0,1.512,,14.97,4.1916,,,,,,,,
30-09-2016,04-10-2016,Office Supplies,Paper,48.94,1,0,24.47,,15,14.4,,,,,,,,
08-04-2016,12-04-2016,Furniture,Tables,172.11,1,0.4,-94.6605,,15.072,-3.768,,,,,,,,
01-12-2016,03-12-2016,Office Supplies,Art,46.64,4,0,12.5928,,15.12,4.914,,,,,,,,
08-12-2016,13-12-2016,Office Supplies,Storage,60.416,2,0.2,6.0416,,15.18,7.1346,,,,,,,,
12-04-2016,17-04-2016,Furniture,Bookcases,308.499,3,0.15,-18.147,,15.216,2.2824,,,,,,,,
25-05-2016,29-05-2016,Office Supplies,Appliances,75.6,2,0.8,-166.32,,15.24,12.3444,,,,,,,,
15-04-2016,15-04-2016,Furniture,Furnishings,187.76,4,0,76.9816,,15.28,14.9744,,,,,,,,
18-05-2016,24-05-2016,Technology,Phones,779.796,2,0.4,-168.9558,,15.36,4.416,,,,,,,,
21-06-2016,24-06-2016,Office Supplies,Art,21.4,5,0,6.206,,15.384,4.0383,,,,,,,,
05-08-2016,12-08-2016,Furniture,Tables,489.23,2,0.3,41.934,,15.52,4.5008,,,,,,,,
18-04-2016,22-04-2016,Furniture,Chairs,317.058,3,0.3,-18.1176,,15.552,56.7648,,,,,,,,
05-08-2016,11-08-2016,Office Supplies,Storage,15.78,2,0,0.6312,,15.56,11.3588,,,,,,,,
05-08-2016,11-08-2016,Office Supplies,Art,45.98,2,0,12.8744,,15.6,7.644,,,,,,,,
13-06-2016,17-06-2016,Office Supplies,Art,14.52,3,0,4.7916,,15.66,7.2036,,,,,,,,
12-11-2016,12-11-2016,Office Supplies,Storage,49.632,4,0.2,4.9632,,15.696,10.2024,,,,,,,,
05-07-2016,12-07-2016,Office Supplies,Art,4.368,3,0.2,0.3822,,15.78,0.6312,,,,,,,,
19-04-2016,21-04-2016,Furniture,Furnishings,76.14,3,0,26.649,,15.84,14.256,,,,,,,,
20-04-2016,22-04-2016,Furniture,Tables,744.1,5,0.3,-95.67,,15.936,10.956,,,,,,,,
04-06-2016,09-06-2016,Office Supplies,Paper,16.224,2,0.2,5.8812,,15.96,7.0224,,,,,,,,
13-05-2016,15-05-2016,Office Supplies,Fasteners,7.104,2,0.2,2.3976,,15.96,7.98,,,,,,,,
13-05-2016,15-05-2016,Office Supplies,Binders,398.352,8,0.7,-331.96,,15.968,5.3892,,,,,,,,
21-10-2016,22-10-2016,Office Supplies,Appliances,121.792,4,0.2,13.7016,,15.992,-2.9985,,,,,,,,
20-04-2016,22-04-2016,Furniture,Tables,401.59,2,0.3,-131.951,,16,7.68,,,,,,,,
14-03-2016,18-03-2016,Office Supplies,Paper,10.56,2,0,4.752,,16.032,5.6112,,,,,,,,
14-03-2016,18-03-2016,Office Supplies,Art,3.38,1,0,1.2506,,16.14,7.9086,,,,,,,,
05-08-2016,07-08-2016,Office Supplies,Appliances,79.47,3,0,22.2516,,16.176,6.066,,,,,,,,
05-08-2016,07-08-2016,Office Supplies,Art,4.56,2,0,2.0064,,16.224,5.8812,,,,,,,,
20-04-2016,25-04-2016,Furniture,Furnishings,59.92,4,0,27.5632,,16.23,7.9527,,,,,,,,
11-05-2016,17-05-2016,Technology,Accessories,46.864,2,0.2,7.6154,,16.272,-3.8646,,,,,,,,
14-12-2016,19-12-2016,Office Supplies,Binders,5.104,4,0.8,-8.6768,,16.28,6.512,,,,,,,,
14-12-2016,19-12-2016,Office Supplies,Fasteners,2.896,2,0.2,0.4706,,16.36,1.636,,,,,,,,
13-05-2016,17-05-2016,Technology,Accessories,149.97,3,0,52.4895,,16.4,4.264,,,,,,,,
18-10-2016,20-10-2016,Office Supplies,Storage,275.97,3,0,11.0388,,16.448,5.5512,,,,,,,,
18-10-2016,20-10-2016,Technology,Phones,1394.95,5,0,362.687,,16.464,1.4406,,,,,,,,
23-04-2016,27-04-2016,Furniture,Chairs,281.372,2,0.3,-12.0588,,16.52,5.5755,,,,,,,,
03-12-2016,09-12-2016,Technology,Phones,479.96,4,0,134.3888,,16.656,-3.123,,,,,,,,
25-11-2016,27-11-2016,Office Supplies,Appliances,320.88,6,0,93.0552,,16.68,8.34,,,,,,,,
23-04-2016,27-04-2016,Furniture,Chairs,281.372,2,0.3,-12.0588,,16.704,1.2528,,,,,,,,
25-11-2016,27-11-2016,Office Supplies,Paper,26.76,4,0,12.3096,,16.74,-14.229,,,,,,,,
06-02-2016,09-02-2016,Office Supplies,Labels,15,4,0,7.2,,16.78,4.195,,,,,,,,
06-02-2016,09-02-2016,Technology,Phones,161.61,1,0,42.0186,,16.784,-26.8544,,,,,,,,
06-02-2016,09-02-2016,Technology,Phones,144.95,5,0,42.0355,,16.99,4.4174,,,,,,,,
31-12-2016,04-01-2017,Office Supplies,Art,29.68,7,0,11.5752,,17.088,11.3208,,,,,,,,
16-05-2016,20-05-2016,Technology,Accessories,56.4,3,0,3.384,,17.14,4.4564,,,,,,,,
15-11-2016,21-11-2016,Office Supplies,Art,4.224,3,0.2,0.4752,,17.248,12.0736,,,,,,,,
15-11-2016,21-11-2016,Office Supplies,Appliances,333.056,2,0.2,29.1424,,17.28,7.9488,,,,,,,,
15-11-2016,21-11-2016,Office Supplies,Paper,24.896,4,0.2,7.78,,17.34,8.4966,,,,,,,,
05-08-2016,11-08-2016,Technology,Phones,135.99,1,0,36.7173,,17.46,-30.555,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Fasteners,11.34,3,0,5.2164,,17.46,14.1426,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Storage,80.3,5,0,20.878,,17.472,22.0584,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Binders,15.968,2,0.2,5.3892,,17.496,-10.0602,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Paper,64.74,13,0,30.4278,,17.544,5.9211,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Binders,19.296,3,0.2,6.03,,17.67,7.7748,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Storage,405.64,4,0,12.1692,,17.856,7.3656,,,,,,,,
23-04-2016,27-04-2016,Furniture,Furnishings,22.336,4,0.2,7.8176,,17.9,8.95,,,,,,,,
20-05-2016,22-05-2016,Technology,Accessories,20.784,2,0.2,-3.6372,,17.904,-31.332,,,,,,,,
31-10-2016,04-11-2016,Office Supplies,Art,12.39,3,0,3.717,,17.904,6.2664,,,,,,,,
25-04-2016,30-04-2016,Furniture,Furnishings,303.25,5,0,63.6825,,17.94,26.5512,,,,,,,,
23-11-2016,29-11-2016,Office Supplies,Labels,23.68,2,0.2,8.88,,17.96,14.0986,,,,,,,,
25-04-2016,30-04-2016,Furniture,Chairs,1487.04,5,0.2,148.704,,18.06,4.6956,,,,,,,,
10-03-2016,17-03-2016,Office Supplies,Storage,636.408,3,0.2,-15.9102,,18.088,6.5569,,,,,,,,
10-03-2016,17-03-2016,Office Supplies,Art,83.168,4,0.2,9.3564,,18.24,-31.008,,,,,,,,
26-04-2016,03-05-2016,Furniture,Chairs,230.28,3,0.2,23.028,,18.24,-14.592,,,,,,,,
30-09-2016,05-10-2016,Office Supplies,Paper,15.552,3,0.2,5.4432,,18.264,-7.2295,,,,,,,,
26-09-2016,26-09-2016,Office Supplies,Binders,0.876,1,0.8,-1.4016,,18.28,6.398,,,,,,,,
27-05-2016,01-06-2016,Technology,Accessories,99.99,1,0,37.9962,,18.288,5.715,,,,,,,,
20-05-2016,22-05-2016,Office Supplies,Appliances,33.28,4,0,9.3184,,18.336,-12.224,,,,,,,,
20-05-2016,22-05-2016,Office Supplies,Art,38.52,9,0,11.9412,,18.464,6.924,,,,,,,,
29-04-2016,04-05-2016,Furniture,Furnishings,17.46,2,0,5.9364,,18.504,5.7825,,,,,,,,
06-06-2016,11-06-2016,Office Supplies,Binders,149.544,9,0.2,50.4711,,18.588,-13.6312,,,,,,,,
06-06-2016,11-06-2016,Office Supplies,Supplies,17.14,2,0,4.4564,,18.62,5.3998,,,,,,,,
29-04-2016,01-05-2016,Furniture,Chairs,51.96,2,0,12.99,,18.648,-12.432,,,,,,,,
29-04-2016,03-05-2016,Furniture,Chairs,561.584,2,0.2,70.198,,18.75,18,,,,,,,,
28-05-2016,02-06-2016,Technology,Accessories,27.6,4,0,2.208,,18.84,-3.5325,,,,,,,,
22-06-2016,24-06-2016,Office Supplies,Storage,501.81,3,0,0,,18.9,26.46,,,,,,,,
22-06-2016,24-06-2016,Office Supplies,Storage,161.94,3,0,9.7164,,18.936,5.9175,,,,,,,,
05-08-2016,11-08-2016,Office Supplies,Art,15.96,7,0,7.0224,,18.94,9.47,,,,,,,,
28-11-2016,04-12-2016,Office Supplies,Art,14.67,3,0,3.9609,,19.008,6.8904,,,,,,,,
04-05-2016,04-05-2016,Furniture,Furnishings,27.46,2,0,9.8856,,19.05,8.9535,,,,,,,,
01-06-2016,06-06-2016,Technology,Phones,881.93,7,0,229.3018,,19.136,6.9368,,,,,,,,
05-07-2016,08-07-2016,Office Supplies,Binders,9.81,5,0.7,-6.867,,19.242,-13.4694,,,,,,,,
06-07-2016,08-07-2016,Technology,Copiers,559.992,1,0.2,174.9975,,19.296,6.03,,,,,,,,
14-11-2016,16-11-2016,Technology,Phones,832.93,7,0,233.2204,,19.3,-8.685,,,,,,,,
14-11-2016,16-11-2016,Office Supplies,Binders,43.8,10,0,21.024,,19.35,9.4815,,,,,,,,
20-09-2016,25-09-2016,Office Supplies,Art,2.816,2,0.2,0.9856,,19.36,9.2928,,,,,,,,
31-03-2016,05-04-2016,Office Supplies,Binders,673.568,2,0.2,252.588,,19.432,-49.5516,,,,,,,,
31-03-2016,05-04-2016,Office Supplies,Appliances,52.98,2,0,14.8344,,19.44,84.1752,,,,,,,,
04-05-2016,07-05-2016,Furniture,Furnishings,12.18,7,0,3.8976,,19.456,6.8096,,,,,,,,
05-05-2016,08-05-2016,Furniture,Chairs,127.869,3,0.3,-9.1335,,19.52,5.368,,,,,,,,
27-06-2016,01-07-2016,Office Supplies,Storage,306.2,5,0,0,,19.536,4.884,,,,,,,,
07-05-2016,12-05-2016,Furniture,Tables,194.25,2,0.3,-38.85,,19.65,9.039,,,,,,,,
09-06-2016,13-06-2016,Technology,Accessories,63.984,2,0.2,10.3974,,19.68,12.2016,,,,,,,,
14-11-2016,18-11-2016,Office Supplies,Binders,12.72,3,0,6.36,,19.752,6.9132,,,,,,,,
14-11-2016,18-11-2016,Office Supplies,Binders,11.52,4,0,5.6448,,19.86,5.7594,,,,,,,,
30-09-2016,04-10-2016,Office Supplies,Appliances,69.216,6,0.2,11.2476,,19.9,15.522,,,,,,,,
06-08-2016,11-08-2016,Technology,Accessories,62.91,3,0,22.6476,,19.92,16.7328,,,,,,,,
06-08-2016,11-08-2016,Technology,Accessories,199.98,2,0,83.9916,,19.98,5.1948,,,,,,,,
08-08-2016,15-08-2016,Office Supplies,Appliances,76.12,2,0,22.0748,,20.016,1.7514,,,,,,,,
07-05-2016,12-05-2016,Furniture,Chairs,872.32,4,0,244.2496,,20.016,5.5044,,,,,,,,
21-06-2016,25-06-2016,Technology,Accessories,95.968,4,0.2,28.7904,,20.04,8.8176,,,,,,,,
06-07-2016,12-07-2016,Furniture,Chairs,478.48,2,0.2,47.848,,20.064,7.0224,,,,,,,,
10-05-2016,14-05-2016,Furniture,Bookcases,349.965,7,0.5,-216.9783,,20.12,9.2552,,,,,,,,
10-05-2016,15-05-2016,Furniture,Chairs,256.784,1,0.2,32.098,,20.16,6.552,,,,,,,,
11-05-2016,16-05-2016,Furniture,Furnishings,66.112,4,0.6,-84.2928,,20.232,6.5754,,,,,,,,
17-03-2016,21-03-2016,Office Supplies,Paper,34.86,7,0,16.3842,,20.32,6.9088,,,,,,,,
17-03-2016,21-03-2016,Office Supplies,Paper,155.04,4,0,75.9696,,20.34,0.2034,,,,,,,,
11-05-2016,16-05-2016,Furniture,Chairs,1212.96,8,0.3,-69.312,,20.388,-53.0088,,,,,,,,
08-08-2016,15-08-2016,Technology,Copiers,1199.976,3,0.2,434.9913,,20.46,5.3196,,,,,,,,
08-08-2016,15-08-2016,Technology,Phones,445.96,5,0.2,55.745,,20.56,9.6632,,,,,,,,
08-08-2016,11-08-2016,Office Supplies,Storage,423.28,11,0,110.0528,,20.65,18.998,,,,,,,,
12-11-2016,16-11-2016,Office Supplies,Paper,11.96,2,0,5.8604,,20.736,7.2576,,,,,,,,
12-05-2016,15-05-2016,Furniture,Furnishings,34.79,7,0,10.7849,,20.784,-3.6372,,,,,,,,
12-05-2016,17-05-2016,Furniture,Tables,700.056,3,0.3,-130.0104,,20.808,7.0227,,,,,,,,
13-05-2016,19-05-2016,Furniture,Chairs,279.456,6,0.2,20.9592,,20.856,-16.6848,,,,,,,,
18-11-2016,20-11-2016,Office Supplies,Paper,35.808,4,0.2,12.5328,,20.86,9.387,,,,,,,,
13-09-2016,19-09-2016,Office Supplies,Art,5.46,3,0,1.4742,,20.88,19.2096,,,,,,,,
13-12-2016,15-12-2016,Office Supplies,Paper,90.24,6,0,41.5104,,20.928,6.8016,,,,,,,,
19-11-2016,23-11-2016,Technology,Phones,4548.81,7,0,1228.1787,,20.94,9.8418,,,,,,,,
14-05-2016,20-05-2016,Furniture,Furnishings,310.88,2,0.2,23.316,,21.12,9.504,,,,,,,,
07-07-2016,11-07-2016,Furniture,Chairs,172.186,2,0.3,-46.7362,,21.168,2.3814,,,,,,,,
07-07-2016,11-07-2016,Furniture,Furnishings,69.008,2,0.2,12.0764,,21.184,4.7664,,,,,,,,
16-05-2016,23-05-2016,Furniture,Chairs,232.88,5,0.2,17.466,,21.2,9.116,,,,,,,,
05-09-2016,10-09-2016,Office Supplies,Storage,264.32,2,0.2,19.824,,21.24,8.0712,,,,,,,,
15-11-2016,22-11-2016,Office Supplies,Envelopes,604.656,9,0.2,204.0714,,21.312,7.1928,,,,,,,,
24-10-2016,29-10-2016,Office Supplies,Paper,10.368,2,0.2,3.6288,,21.36,18.7434,,,,,,,,
08-08-2016,14-08-2016,Technology,Accessories,95.976,3,0.2,-10.7973,,21.376,7.4816,,,,,,,,
08-08-2016,15-08-2016,Furniture,Furnishings,327.76,8,0,91.7728,,21.39,6.2031,,,,,,,,
08-08-2016,14-08-2016,Furniture,Furnishings,121.376,4,0.2,-3.0344,,21.4,22.042,,,,,,,,
22-06-2016,25-06-2016,Technology,Accessories,196.752,6,0.2,56.5662,,21.56,10.3488,,,,,,,,
26-09-2016,01-10-2016,Office Supplies,Appliances,143.952,3,0.2,14.3952,,21.72,10.6428,,,,,,,,
22-11-2016,27-11-2016,Office Supplies,Envelopes,16.23,3,0,7.9527,,21.72,7.8735,,,,,,,,
22-11-2016,27-11-2016,Office Supplies,Binders,319.9,5,0,156.751,,21.728,7.6048,,,,,,,,
22-11-2016,27-11-2016,Office Supplies,Envelopes,11.36,2,0,5.3392,,21.84,21.4032,,,,,,,,
22-11-2016,27-11-2016,Office Supplies,Appliances,675.12,3,0,290.3016,,21.864,3.5529,,,,,,,,
18-05-2016,20-05-2016,Furniture,Furnishings,149.232,3,0.2,3.7308,,21.936,8.226,,,,,,,,
19-01-2016,20-01-2016,Office Supplies,Binders,32.34,10,0.7,-23.716,,21.98,9.891,,,,,,,,
19-01-2016,20-01-2016,Office Supplies,Paper,56.064,4,0.2,19.6224,,22.2,9.102,,,,,,,,
