Order Date,Ship Date,Category,Sub-Category,Sales,Quantity,Discount,Profit,,Row Labels,Sum of Profit,,,,,,,
06-12-2017,13-12-2017,Technology,Phones,219.184,2,0.2,19.1786,,10.368,23.328,,,,,,,
27-12-2017,31-12-2017,Office Supplies,Paper,28.9,5,0,14.161,,10.384,2.2066,,,,,,,
27-12-2017,31-12-2017,Office Supplies,Appliances,355.96,2,0,103.2284,,10.416,-2.2134,,,,,,,
04-09-2017,08-09-2017,Office Supplies,Paper,279.9,5,0,137.151,,10.428,-6.952,,,,,,,
04-09-2017,08-09-2017,Technology,Accessories,619.95,5,0,111.591,,10.476,-17.2854,,,,,,,
04-09-2017,08-09-2017,Office Supplies,Paper,4.36,2,0,2.0492,,10.48,3.799,,,,,,,
04-09-2017,08-09-2017,Office Supplies,Envelopes,15.28,2,0,7.4872,,10.512,3.6792,,,,,,,
02-03-2017,07-03-2017,Office Supplies,Art,10.16,1,0,2.6416,,10.56,4.752,,,,,,,
02-03-2017,07-03-2017,Office Supplies,Envelopes,101.88,6,0,50.94,,10.584,-2.3814,,,,,,,
04-04-2017,04-04-2017,Office Supplies,Appliances,644.076,2,0.1,107.346,,10.65,5.0055,,,,,,,
04-04-2017,04-04-2017,Office Supplies,Fasteners,5.84,2,0,2.628,,10.67,4.9082,,,,,,,
04-04-2017,04-04-2017,Office Supplies,Binders,12.76,2,0,5.8696,,10.688,2.2712,,,,,,,
04-04-2017,04-04-2017,Technology,Phones,10.95,1,0,0.438,,10.71,2.7846,,,,,,,
04-04-2017,04-04-2017,Technology,Copiers,599.98,2,0,209.993,,10.74,5.1552,,,,,,,
08-05-2017,14-05-2017,Furniture,Furnishings,8.352,6,0.2,1.2528,,10.744,0.8058,,,,,,,
02-11-2017,02-11-2017,Technology,Accessories,447.93,9,0,49.2723,,10.752,3.36,,,,,,,
22-10-2017,26-10-2017,Office Supplies,Binders,5.176,4,0.8,-7.764,,10.76,5.1648,,,,,,,
22-08-2017,25-08-2017,Office Supplies,Binders,50.112,6,0.2,16.2864,,10.86,5.3214,,,,,,,
15-09-2017,15-09-2017,Office Supplies,Paper,15.552,3,0.2,5.4432,,10.896,3.8136,,,,,,,
15-09-2017,15-09-2017,Furniture,Furnishings,15.712,4,0.2,2.5532,,10.9,3.597,,,,,,,
15-09-2017,15-09-2017,Office Supplies,Storage,24.672,2,0.2,2.1588,,10.92,9.009,,,,,,,
15-09-2017,15-09-2017,Furniture,Furnishings,55.968,1,0.2,-2.0988,,10.944,0.9576,,,,,,,
31-10-2017,02-11-2017,Office Supplies,Art,2.78,2,0,0.7228,,10.95,5.5845,,,,,,,
31-10-2017,02-11-2017,Office Supplies,Envelopes,79.96,2,0,35.982,,11.032,3.0338,,,,,,,
04-07-2017,09-07-2017,Technology,Phones,1099.96,4,0,285.9896,,11.12,3.7252,,,,,,,
06-12-2017,12-12-2017,Office Supplies,Binders,2.772,7,0.8,-4.851,,11.16,4.3524,,,,,,,
04-07-2017,08-07-2017,Office Supplies,Art,15.48,3,0,4.4892,,11.168,3.7692,,,,,,,
27-08-2017,01-09-2017,Office Supplies,Supplies,32.94,3,0,9.2232,,11.212,-16.818,,,,,,,
27-08-2017,01-09-2017,Office Supplies,Paper,114.2,5,0,52.532,,11.214,-8.5974,,,,,,,
27-08-2017,01-09-2017,Office Supplies,Labels,3.08,1,0,1.4784,,11.352,4.1151,,,,,,,
25-05-2017,29-05-2017,Office Supplies,Appliances,845.728,13,0.2,84.5728,,11.36,5.5664,,,,,,,
04-10-2017,07-10-2017,Office Supplies,Storage,26.96,2,0,7.0096,,11.364,-17.046,,,,,,,
19-09-2017,24-09-2017,Furniture,Bookcases,61.96,2,0,4.3372,,11.52,12.9312,,,,,,,
14-06-2017,18-06-2017,Furniture,Furnishings,51.072,6,0.2,5.1072,,11.56,5.6644,,,,,,,
28-05-2017,01-06-2017,Office Supplies,Art,47.82,3,0,14.346,,11.61,-9.288,,,,,,,
28-05-2017,01-06-2017,Office Supplies,Labels,13.05,5,0,6.003,,11.65,3.3785,,,,,,,
24-12-2017,28-12-2017,Furniture,Bookcases,590.058,7,0.7,-786.744,,11.672,-0.7295,,,,,,,
24-12-2017,28-12-2017,Office Supplies,Art,14.04,3,0.2,1.5795,,11.68,5.4896,,,,,,,
14-09-2017,19-09-2017,Furniture,Tables,912.75,5,0,118.6575,,11.696,7.8948,,,,,,,
21-09-2017,24-09-2017,Technology,Phones,946.344,7,0.2,118.293,,11.736,1.0269,,,,,,,
21-09-2017,24-09-2017,Technology,Accessories,151.2,3,0.2,32.13,,11.76,7.0854,,,,,,,
21-09-2017,24-09-2017,Furniture,Furnishings,4.928,4,0.6,-1.4784,,11.784,4.2717,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Paper,86.272,4,0.2,31.2736,,11.8,5.664,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Binders,72.588,2,0.7,-48.392,,11.808,8.4132,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Appliances,60.672,2,0.2,14.4096,,11.82,4.728,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Binders,77.031,9,0.7,-59.0571,,11.824,1.0346,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Storage,119.904,6,0.2,-1.4988,,11.952,12.5496,,,,,,,
26-09-2017,30-09-2017,Technology,Phones,263.96,5,0.2,23.0965,,11.96,14.8304,,,,,,,
26-09-2017,30-09-2017,Office Supplies,Storage,363.648,4,0.2,-86.3664,,12,4.2,,,,,,,
31-10-2017,04-11-2017,Office Supplies,Binders,9.728,2,0.2,3.2832,,12.032,2.256,,,,,,,
31-10-2017,04-11-2017,Office Supplies,Envelopes,14.75,5,0,7.08,,12.132,-8.4924,,,,,,,
31-10-2017,04-11-2017,Office Supplies,Binders,29.8,5,0.2,9.3125,,12.144,4.0986,,,,,,,
31-10-2017,04-11-2017,Office Supplies,Labels,427.42,14,0,196.6132,,12.176,-18.8728,,,,,,,
15-10-2017,15-10-2017,Technology,Accessories,263.88,3,0.2,42.8805,,12.176,4.4138,,,,,,,
15-10-2017,15-10-2017,Furniture,Chairs,2453.43,5,0.3,-350.49,,12.224,8.8624,,,,,,,
01-10-2017,06-10-2017,Office Supplies,Storage,139.424,4,0.2,17.428,,12.24,5.7528,,,,,,,
01-05-2017,07-05-2017,Technology,Phones,88.752,3,0.2,11.094,,12.39,11.3988,,,,,,,
19-07-2017,20-07-2017,Office Supplies,Binders,2.025,1,0.7,-1.35,,12.536,4.2309,,,,,,,
17-08-2017,21-08-2017,Office Supplies,Binders,52.2,9,0,23.49,,12.56,9.6712,,,,,,,
01-12-2017,08-12-2017,Office Supplies,Binders,55.424,2,0.2,19.3984,,12.576,4.0872,,,,,,,
16-05-2017,16-05-2017,Technology,Accessories,255.968,4,0.2,31.996,,12.6,17.892,,,,,,,
24-09-2017,27-09-2017,Office Supplies,Art,6.848,2,0.2,0.5992,,12.6,6.174,,,,,,,
01-12-2017,02-12-2017,Furniture,Furnishings,6.688,4,0.6,-4.0128,,12.672,-3.168,,,,,,,
03-11-2017,07-11-2017,Technology,Phones,1212.848,7,0.2,106.1242,,12.76,5.8696,,,,,,,
03-11-2017,07-11-2017,Technology,Accessories,89.97,3,0,37.7874,,12.828,-17.9592,,,,,,,
03-11-2017,07-11-2017,Furniture,Furnishings,42.6,3,0,16.614,,12.832,4.3308,,,,,,,
01-08-2017,07-08-2017,Office Supplies,Art,6.72,4,0,3.36,,12.84,5.778,,,,,,,
01-08-2017,07-08-2017,Furniture,Tables,1004.976,6,0.2,-175.8708,,12.843,-9.8463,,,,,,,
06-12-2017,11-12-2017,Furniture,Furnishings,206.112,6,0.2,48.9516,,12.88,0.3864,,,,,,,
06-12-2017,11-12-2017,Office Supplies,Paper,19.92,5,0.2,6.723,,12.96,66.8736,,,,,,,
06-12-2017,11-12-2017,Office Supplies,Paper,198.272,8,0.2,61.96,,13.05,6.003,,,,,,,
06-12-2017,11-12-2017,Office Supplies,Storage,247.104,6,0.2,-58.6872,,13.092,-10.0372,,,,,,,
06-12-2017,11-12-2017,Office Supplies,Art,86.304,6,0.2,9.7092,,13.11,3.4086,,,,,,,
07-11-2017,10-11-2017,Office Supplies,Fasteners,26.18,7,0,0.5236,,13.12,5.6416,,,,,,,
07-11-2017,10-11-2017,Office Supplies,Paper,7.3,2,0,3.431,,13.12,6.232,,,,,,,
26-03-2017,31-03-2017,Office Supplies,Paper,74.352,3,0.2,23.235,,13.168,4.6088,,,,,,,
23-11-2017,27-11-2017,Office Supplies,Paper,335.52,4,0.2,117.432,,13.36,6.4128,,,,,,,
23-11-2017,27-11-2017,Office Supplies,Binders,23.912,2,0.8,-40.6504,,13.52,6.2192,,,,,,,
23-11-2017,27-11-2017,Office Supplies,Storage,27.056,2,0.2,2.3674,,13.632,3.5784,,,,,,,
06-02-2017,13-02-2017,Office Supplies,Art,5.28,3,0,1.5312,,13.848,5.193,,,,,,,
16-03-2017,18-03-2017,Furniture,Tables,171.96,2,0,44.7096,,13.9,5.56,,,,,,,
09-11-2017,09-11-2017,Office Supplies,Paper,11.352,3,0.2,4.1151,,13.944,4.5318,,,,,,,
19-03-2017,25-03-2017,Technology,Phones,453.576,3,0.2,39.6879,,13.96,6.98,,,,,,,
29-11-2017,30-11-2017,Technology,Accessories,21.48,3,0.2,-0.2685,,13.98,18.174,,,,,,,
29-11-2017,30-11-2017,Office Supplies,Binders,8.784,4,0.8,-13.6152,,14.04,1.5795,,,,,,,
09-08-2017,12-08-2017,Technology,Phones,307.98,2,0,89.3142,,14.088,4.9308,,,,,,,
09-08-2017,12-08-2017,Furniture,Tables,382.806,9,0.4,-153.1224,,14.112,-21.168,,,,,,,
09-08-2017,12-08-2017,Office Supplies,Storage,41.96,2,0,2.9372,,14.28,6.7116,,,,,,,
09-08-2017,12-08-2017,Office Supplies,Binders,1217.568,2,0.2,456.588,,14.301,-10.4874,,,,,,,
09-08-2017,12-08-2017,Furniture,Furnishings,47.04,3,0,18.3456,,14.304,5.0064,,,,,,,
09-08-2017,12-08-2017,Furniture,Furnishings,6.16,2,0,2.9568,,14.352,0.897,,,,,,,
09-08-2017,12-08-2017,Technology,Phones,979.95,5,0,274.386,,14.368,8.4412,,,,,,,
09-08-2017,12-08-2017,Office Supplies,Paper,143.7,3,0,68.976,,14.432,3.4276,,,,,,,
09-08-2017,12-08-2017,Office Supplies,Fasteners,10.65,3,0,5.0055,,14.46,7.0854,,,,,,,
09-08-2017,12-08-2017,Technology,Accessories,247.8,4,0,34.692,,14.496,4.8924,,,,,,,
23-06-2017,25-06-2017,Technology,Phones,201.568,4,0.2,22.6764,,14.576,2.3686,,,,,,,
24-03-2017,27-03-2017,Furniture,Bookcases,359.058,3,0.3,-35.9058,,14.592,4.9248,,,,,,,
10-08-2017,16-08-2017,Office Supplies,Labels,3.75,1,0,1.8,,14.6,6.862,,,,,,,
10-08-2017,16-08-2017,Office Supplies,Labels,41.4,4,0,19.872,,14.62,13.7428,,,,,,,
10-08-2017,16-08-2017,Office Supplies,Art,29.79,3,0,12.5118,,14.67,6.0147,,,,,,,
19-12-2017,24-12-2017,Technology,Phones,675.96,5,0.2,84.495,,14.7,6.615,,,,,,,
19-12-2017,24-12-2017,Technology,Accessories,1265.85,3,0,556.974,,14.73,11.784,,,,,,,
16-11-2017,22-11-2017,Office Supplies,Appliances,523.25,5,0,141.2775,,14.75,7.08,,,,,,,
24-09-2017,30-09-2017,Furniture,Chairs,517.5,6,0,155.25,,14.76,-22.878,,,,,,,
19-03-2017,20-03-2017,Office Supplies,Storage,1247.64,3,0,349.3392,,14.832,-10.3824,,,,,,,
19-03-2017,20-03-2017,Technology,Copiers,3149.93,7,0,1480.4671,,14.85,-3.2175,,,,,,,
19-03-2017,20-03-2017,Office Supplies,Paper,209.7,2,0,100.656,,14.9,1.043,,,,,,,
01-11-2017,03-11-2017,Technology,Accessories,35.36,2,0.2,-3.094,,14.91,9.2442,,,,,,,
01-11-2017,03-11-2017,Office Supplies,Fasteners,3.168,2,0.2,-0.7128,,14.94,20.916,,,,,,,
26-09-2017,29-09-2017,Office Supplies,Binders,121.104,6,0.7,-100.92,,14.952,5.4201,,,,,,,
26-09-2017,29-09-2017,Technology,Phones,45.894,1,0.4,-9.1788,,14.952,-11.9616,,,,,,,
10-01-2017,15-01-2017,Furniture,Tables,1018.104,4,0.4,-373.3048,,14.98,4.494,,,,,,,
11-12-2017,12-12-2017,Office Supplies,Labels,196.62,2,0,96.3438,,15.008,1.5008,,,,,,,
17-09-2017,21-09-2017,Furniture,Furnishings,21.936,2,0.6,-10.4196,,15.02,2.7036,,,,,,,
17-09-2017,21-09-2017,Office Supplies,Binders,6.588,3,0.8,-10.2114,,15.08,-22.62,,,,,,,
25-09-2017,28-09-2017,Technology,Accessories,63.96,4,0,19.8276,,15.24,12.0396,,,,,,,
25-09-2017,28-09-2017,Office Supplies,Binders,14.46,3,0,7.0854,,15.28,7.4872,,,,,,,
25-09-2017,28-09-2017,Technology,Phones,104.98,2,0,52.49,,15.42,4.1634,,,,,,,
27-12-2017,31-12-2017,Office Supplies,Appliances,106.96,2,0,31.0184,,15.48,4.4892,,,,,,,
27-12-2017,31-12-2017,Office Supplies,Labels,21.56,7,0,10.3488,,15.488,3.6784,,,,,,,
13-07-2017,15-07-2017,Office Supplies,Binders,11.808,2,0.2,4.2804,,15.51,4.3428,,,,,,,
13-07-2017,15-07-2017,Furniture,Chairs,1931.04,9,0.1,321.84,,15.52,7.4496,,,,,,,
13-07-2017,15-07-2017,Office Supplies,Paper,9.96,2,0,4.6812,,15.552,38.4912,,,,,,,
22-11-2017,26-11-2017,Office Supplies,Binders,11.61,2,0.7,-9.288,,15.56,7.3132,,,,,,,
30-01-2017,04-02-2017,Office Supplies,Paper,14.304,6,0.2,5.0064,,15.696,5.1012,,,,,,,
20-12-2017,25-12-2017,Technology,Phones,159.984,2,0.2,11.9988,,15.7,7.065,,,,,,,
20-12-2017,25-12-2017,Technology,Accessories,255.968,4,0.2,51.1936,,15.712,2.5532,,,,,,,
20-12-2017,25-12-2017,Furniture,Bookcases,359.058,3,0.3,-71.8116,,15.75,7.56,,,,,,,
19-12-2017,20-12-2017,Office Supplies,Appliances,434.352,3,0.2,43.4352,,15.76,3.546,,,,,,,
19-12-2017,20-12-2017,Office Supplies,Appliances,3.552,2,0.2,0.444,,15.8,5.056,,,,,,,
19-12-2017,20-12-2017,Office Supplies,Appliances,88.832,4,0.2,7.7728,,15.84,5.544,,,,,,,
03-09-2017,09-09-2017,Office Supplies,Storage,31.44,3,0,8.4888,,15.88,-3.7715,,,,,,,
03-09-2017,09-09-2017,Technology,Accessories,17.9,2,0,3.401,,15.936,5.3784,,,,,,,
03-09-2017,09-09-2017,Technology,Accessories,129.45,5,0,46.602,,15.984,2.3976,,,,,,,
22-11-2017,27-11-2017,Furniture,Tables,206.962,2,0.3,-32.5226,,16,5.6,,,,,,,
08-12-2017,11-12-2017,Office Supplies,Paper,360.712,11,0.2,130.7581,,16.02,6.0876,,,,,,,
08-12-2017,11-12-2017,Technology,Phones,1718.4,6,0.2,150.36,,16.032,2.2044,,,,,,,
13-07-2017,15-07-2017,Office Supplies,Binders,41.568,6,0.8,-66.5088,,16.146,-12.9168,,,,,,,
05-09-2017,09-09-2017,Furniture,Bookcases,411.332,4,0.15,-4.8392,,16.24,2.436,,,,,,,
05-09-2017,09-09-2017,Office Supplies,Binders,28.752,6,0.2,9.7038,,16.27,-25.2185,,,,,,,
05-09-2017,09-09-2017,Furniture,Bookcases,293.199,3,0.15,-20.6964,,16.4,11.808,,,,,,,
24-11-2017,28-11-2017,Office Supplies,Paper,368.91,9,0,180.7659,,16.448,5.5512,,,,,,,
24-11-2017,28-11-2017,Office Supplies,Art,14.7,5,0,6.615,,16.464,1.8522,,,,,,,
09-07-2017,13-07-2017,Office Supplies,Paper,6.58,2,0,3.0268,,16.52,15.1984,,,,,,,
09-07-2017,13-07-2017,Office Supplies,Binders,122.94,3,0,59.0112,,16.52,5.369,,,,,,,
15-02-2017,19-02-2017,Technology,Phones,134.97,3,0,64.7856,,16.56,7.7832,,,,,,,
15-02-2017,19-02-2017,Technology,Phones,699.98,2,0,195.9944,,16.776,6.7104,,,,,,,
15-02-2017,19-02-2017,Technology,Accessories,139.95,5,0,26.5905,,16.9,11.323,,,,,,,
14-09-2017,18-09-2017,Furniture,Tables,170.136,3,0.2,-8.5068,,17.088,1.068,,,,,,,
04-06-2017,04-06-2017,Office Supplies,Labels,7.38,2,0,3.4686,,17.12,19.5596,,,,,,,
04-06-2017,04-06-2017,Office Supplies,Art,9.26,2,0,3.0558,,17.14,6.1704,,,,,,,
13-12-2017,15-12-2017,Office Supplies,Labels,9.96,2,0,4.5816,,17.22,7.9212,,,,,,,
13-07-2017,15-07-2017,Office Supplies,Paper,38.88,6,0,18.6624,,17.34,16.9932,,,,,,,
05-11-2017,09-11-2017,Furniture,Chairs,207,3,0.2,25.875,,17.43,8.0178,,,,,,,
09-02-2017,11-02-2017,Office Supplies,Labels,40.096,4,0.2,13.5324,,17.44,1.308,,,,,,,
09-02-2017,11-02-2017,Furniture,Furnishings,40.784,2,0.6,-30.588,,17.45,8.027,,,,,,,
20-07-2017,25-07-2017,Office Supplies,Storage,34.76,1,0,9.7328,,17.48,24.6468,,,,,,,
20-07-2017,25-07-2017,Technology,Accessories,831.2,5,0,124.68,,17.496,-7.4358,,,,,,,
20-07-2017,25-07-2017,Office Supplies,Paper,26.4,5,0,11.88,,17.52,14.5416,,,,,,,
20-07-2017,25-07-2017,Office Supplies,Envelopes,106.75,7,0,49.105,,17.568,6.3684,,,,,,,
20-07-2017,25-07-2017,Office Supplies,Paper,97.82,2,0,45.9754,,17.64,8.1144,,,,,,,
20-07-2017,25-07-2017,Office Supplies,Storage,141.4,5,0,38.178,,17.9,6.802,,,,,,,
03-09-2017,05-09-2017,Office Supplies,Appliances,137.62,2,0,60.5528,,17.94,53.1024,,,,,,,
03-09-2017,05-09-2017,Technology,Phones,100.49,1,0,25.1225,,18.176,4.7712,,,,,,,
25-06-2017,01-07-2017,Office Supplies,Paper,31.104,6,0.2,10.8864,,18.2,2.0475,,,,,,,
25-06-2017,01-07-2017,Office Supplies,Storage,78.256,2,0.2,-17.6076,,18.264,-13.3936,,,,,,,
05-03-2017,05-03-2017,Office Supplies,Envelopes,29.34,3,0,14.67,,18.272,5.9384,,,,,,,
05-03-2017,05-03-2017,Furniture,Chairs,383.607,7,0.1,63.9345,,18.312,-12.208,,,,,,,
05-03-2017,05-03-2017,Office Supplies,Storage,563.4,4,0,67.608,,18.392,5.2877,,,,,,,
31-12-2017,04-01-2018,Office Supplies,Binders,487.984,2,0.2,152.495,,18.432,5.9904,,,,,,,
03-02-2017,04-02-2017,Furniture,Furnishings,136.92,4,0,41.076,,18.496,6.7048,,,,,,,
08-11-2017,14-11-2017,Office Supplies,Art,11.65,5,0,3.3785,,18.528,4.4004,,,,,,,
30-10-2017,01-11-2017,Technology,Phones,299.9,2,0,74.975,,18.54,17.4276,,,,,,,
03-10-2017,09-10-2017,Office Supplies,Storage,15.008,2,0.2,1.5008,,18.588,-13.6312,,,,,,,
25-05-2017,27-05-2017,Furniture,Furnishings,14.73,3,0,4.8609,,18.864,6.1308,,,,,,,
08-05-2017,12-05-2017,Office Supplies,Art,5.248,2,0.2,0.5904,,18.9,8.694,,,,,,,
14-12-2017,16-12-2017,Office Supplies,Binders,3.76,2,0,1.8048,,19,8.93,,,,,,,
09-11-2017,13-11-2017,Office Supplies,Binders,17.22,3,0,7.9212,,19.14,8.8044,,,,,,,
09-11-2017,13-11-2017,Furniture,Tables,1024.38,7,0,215.1198,,19.152,6.4638,,,,,,,
09-11-2017,13-11-2017,Office Supplies,Envelopes,26.22,3,0,12.3234,,19.194,-12.796,,,,,,,
09-11-2017,13-11-2017,Office Supplies,Paper,17.34,3,0,8.4966,,19.44,93.312,,,,,,,
11-12-2017,11-12-2017,Technology,Accessories,159.984,2,0.2,35.9964,,19.46,5.0596,,,,,,,
11-12-2017,11-12-2017,Office Supplies,Storage,46.344,3,0.2,4.6344,,19.56,5.4768,,,,,,,
19-03-2017,23-03-2017,Office Supplies,Binders,17.568,2,0.2,6.3684,,19.568,-52.8336,,,,,,,
19-03-2017,23-03-2017,Office Supplies,Labels,14.62,2,0,6.8714,,19.65,9.039,,,,,,,
19-03-2017,23-03-2017,Office Supplies,Supplies,33.36,4,0,8.6736,,19.75,5.135,,,,,,,
19-03-2017,23-03-2017,Office Supplies,Paper,40.14,6,0,19.6686,,19.776,-13.8432,,,,,,,
13-03-2017,15-03-2017,Furniture,Bookcases,141.96,2,0,39.7488,,19.8,1.7325,,,,,,,
26-11-2017,30-11-2017,Office Supplies,Binders,14.73,3,0,6.9231,,19.824,6.4428,,,,,,,
26-11-2017,30-11-2017,Office Supplies,Storage,104.9,5,0,25.176,,19.872,6.7068,,,,,,,
26-11-2017,30-11-2017,Office Supplies,Binders,61.04,4,0,30.52,,19.9,6.567,,,,,,,
26-11-2017,30-11-2017,Office Supplies,Paper,10.95,3,0,5.1465,,19.92,9.5616,,,,,,,
23-01-2017,27-01-2017,Office Supplies,Paper,29.04,3,0,13.9392,,19.92,25.8462,,,,,,,
23-01-2017,27-01-2017,Office Supplies,Labels,14.62,2,0,6.8714,,19.936,7.2268,,,,,,,
18-06-2017,23-06-2017,Office Supplies,Paper,11.952,3,0.2,4.3326,,19.96,9.3812,,,,,,,
18-06-2017,23-06-2017,Office Supplies,Binders,4.536,7,0.7,-3.3264,,19.98,9.3906,,,,,,,
18-06-2017,23-06-2017,Office Supplies,Binders,9.156,2,0.7,-6.104,,19.99,6.7966,,,,,,,
18-06-2017,23-06-2017,Furniture,Furnishings,75.36,5,0.2,20.724,,20.04,19.2384,,,,,,,
02-10-2017,08-10-2017,Office Supplies,Binders,57.504,6,0.2,20.1264,,20.104,-14.8267,,,,,,,
11-07-2017,13-07-2017,Furniture,Furnishings,289.8,7,0.2,36.225,,20.24,7.8936,,,,,,,
11-07-2017,13-07-2017,Office Supplies,Binders,2.502,3,0.7,-2.0016,,20.32,3.556,,,,,,,
11-07-2017,13-07-2017,Office Supplies,Binders,6.48,4,0.7,-4.752,,20.7,9.936,,,,,,,
11-07-2017,13-07-2017,Furniture,Chairs,341.488,8,0.3,-73.176,,20.736,29.0304,,,,,,,
11-07-2017,13-07-2017,Office Supplies,Art,11.12,5,0.2,0.834,,20.768,-52.9584,,,,,,,
11-07-2017,13-07-2017,Furniture,Furnishings,25.344,6,0.2,3.4848,,20.8,6.5,,,,,,,
13-04-2017,19-04-2017,Technology,Accessories,199.96,4,0,69.986,,20.94,6.0726,,,,,,,
13-04-2017,19-04-2017,Furniture,Tables,710.832,3,0.2,-97.7394,,20.96,12.052,,,,,,,
24-12-2017,29-12-2017,Office Supplies,Paper,106.232,7,0.2,37.1812,,21.12,6.6,,,,,,,
24-12-2017,29-12-2017,Technology,Phones,111.984,2,0.2,11.1984,,21.24,8.0712,,,,,,,
24-12-2017,29-12-2017,Furniture,Furnishings,7.712,2,0.2,1.7352,,21.3,9.798,,,,,,,
26-10-2017,30-10-2017,Office Supplies,Labels,5.76,2,0,2.6496,,21.34,9.8164,,,,,,,
13-04-2017,15-04-2017,Office Supplies,Supplies,12.88,1,0,0.3864,,21.36,15.3258,,,,,,,
25-11-2017,29-11-2017,Office Supplies,Art,13.12,5,0.2,1.476,,21.4,9.63,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Paper,19.98,1,0,9.3906,,21.48,-0.2685,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Binders,398.352,3,0.2,124.485,,21.488,1.6116,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Art,5.04,3,0,1.26,,21.56,20.6976,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Fasteners,17.45,5,0,8.027,,21.728,3.8024,,,,,,,
31-10-2017,31-10-2017,Furniture,Chairs,323.136,4,0.2,20.196,,21.93,10.3071,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Supplies,29.7,3,0,8.019,,21.936,-10.4196,,,,,,,
31-10-2017,31-10-2017,Technology,Phones,1295.84,4,0.2,145.782,,21.968,-15.9268,,,,,,,
31-10-2017,31-10-2017,Office Supplies,Storage,46.84,2,0,12.6468,,21.98,8.792,,,,,,,
31-10-2017,31-10-2017,Furniture,Bookcases,425.833,1,0.15,20.0392,,21.99,10.5552,,,,,,,
12-10-2017,17-10-2017,Furniture,Tables,209.67,1,0.4,-13.978,,22.14,6.4206,,,,,,,
04-10-2017,09-10-2017,Furniture,Furnishings,64.944,3,0.2,6.4944,,22.2,19.536,,,,,,,
04-10-2017,09-10-2017,Office Supplies,Paper,20.736,4,0.2,7.2576,,22.288,-8.9152,,,,,,,
20-11-2017,26-11-2017,Office Supplies,Paper,19.65,3,0,9.039,,22.368,10.6248,,,,,,,
30-11-2017,04-12-2017,Office Supplies,Binders,152.991,3,0.7,-122.3928,,22.38,-7.833,,,,,,,
30-11-2017,04-12-2017,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,,22.45,10.327,,,,,,,
30-11-2017,04-12-2017,Technology,Phones,94.92,4,0.4,15.82,,22.512,2.2512,,,,,,,
31-12-2017,05-01-2018,Furniture,Furnishings,14.76,5,0.6,-11.439,,22.58,5.8708,,,,,,,
31-12-2017,05-01-2018,Office Supplies,Binders,3.656,4,0.8,-5.8496,,22.68,11.1132,,,,,,,
22-11-2017,26-11-2017,Office Supplies,Paper,14.94,3,0,7.0218,,22.704,8.2302,,,,,,,
30-07-2017,03-08-2017,Office Supplies,Storage,61.792,4,0.2,6.1792,,22.72,10.224,,,,,,,
28-03-2017,02-04-2017,Office Supplies,Paper,15.552,3,0.2,5.4432,,22.74,8.8686,,,,,,,
28-03-2017,02-04-2017,Office Supplies,Paper,5.232,1,0.2,1.7004,,22.848,7.4256,,,,,,,
06-09-2017,12-09-2017,Office Supplies,Binders,6.096,2,0.2,2.1336,,22.92,11.2308,,,,,,,
06-09-2017,12-09-2017,Furniture,Furnishings,191.82,3,0,74.8098,,22.96,11.2504,,,,,,,
29-06-2017,05-07-2017,Furniture,Furnishings,20.104,1,0.2,1.7591,,23,10.35,,,,,,,
22-08-2017,26-08-2017,Office Supplies,Art,16.52,4,0,7.5992,,23.04,-4.896,,,,,,,
06-12-2017,06-12-2017,Technology,Phones,485.94,2,0.4,-89.089,,23.136,8.3868,,,,,,,
06-12-2017,06-12-2017,Office Supplies,Art,37.376,8,0.2,4.672,,23.2,1.45,,,,,,,
06-12-2017,06-12-2017,Furniture,Chairs,70.686,1,0.3,-24.2352,,23.344,-1.459,,,,,,,
14-12-2017,16-12-2017,Technology,Phones,319.968,4,0.2,35.9964,,23.52,8.526,,,,,,,
15-09-2017,17-09-2017,Office Supplies,Storage,190.86,2,0,11.4516,,23.64,5.319,,,,,,,
15-09-2017,17-09-2017,Office Supplies,Art,24.32,8,0,8.2688,,23.66,10.8836,,,,,,,
15-02-2017,18-02-2017,Office Supplies,Paper,13.36,2,0,6.4128,,23.68,8.88,,,,,,,
15-02-2017,18-02-2017,Office Supplies,Binders,41.72,5,0.2,13.0375,,23.696,6.5164,,,,,,,
15-02-2017,18-02-2017,Office Supplies,Binders,11.52,5,0.2,4.176,,23.832,2.6811,,,,,,,
15-02-2017,18-02-2017,Office Supplies,Appliances,541.44,6,0,157.0176,,23.84,6.4368,,,,,,,
15-02-2017,18-02-2017,Office Supplies,Paper,19.44,3,0,9.3312,,23.904,7.7688,,,,,,,
28-09-2017,01-10-2017,Office Supplies,Appliances,43.26,3,0,14.2758,,23.912,-40.6504,,,,,,,
28-09-2017,01-10-2017,Office Supplies,Appliances,43.56,2,0,15.246,,23.92,40.9032,,,,,,,
