Sales 2016,Bin,Bin,Frequency,Sales 2017,Bin,Bin,Frequency,Sales 2018,Bin,Bin,Frequency,Sales 2019,Bin,Bin,Frequency
83.168,,,,136.92,,,,38.88,,,,10.896,,,
230.28,,,,11.65,,,,183.84,,,,8.544,,,
15.552,,,,299.9,,,,579.3,,,,64.384,,,
0.876,,,,15.008,,,,11.34,,,,8.856,,,
99.99,,,,14.73,,,,37.05,,,,30.576,,,
33.28,,,,5.248,,,,552.56,,,,13.02,,,
38.52,,,,3.76,,,,31.4,,,,22.14,,,
17.46,,,,17.22,,,,79.14,,,,359.32,,,
149.544,,,,1024.38,,,,83.952,,,,211.84,,,
17.14,,,,26.22,,,,80.98,,,,143.728,,,
51.96,,,,17.34,,,,348.84,,,,25.68,,,
561.584,,,,159.984,,,,9.45,,,,347.58,,,
27.6,,,,46.344,,,,18.84,,,,34.76,,,
501.81,,,,17.568,,,,239.98,,,,32.48,,,
161.94,,,,14.62,,,,167.96,,,,20.04,,,
15.96,,,,33.36,,,,104.85,,,,13999.96,,,
14.67,,,,40.14,,,,484.83,,,,221.92,,,
27.46,,,,141.96,,,,122.97,,,,26,,,
881.93,,,,14.73,,,,154.44,,,,47.01,,,
9.81,,,,104.9,,,,342.37,,,,469.99,,,
559.992,,,,61.04,,,,17.216,,,,207.846,,,
832.93,,,,10.95,,,,11.56,,,,271.764,,,
43.8,,,,29.04,,,,88.4,,,,12.768,,,
2.816,,,,14.62,,,,6.48,,,,470.376,,,
673.568,,,,11.952,,,,21.8,,,,176.04,,,
52.98,,,,4.536,,,,251.79,,,,16.02,,,
12.18,,,,9.156,,,,205.176,,,,185.92,,,
127.869,,,,75.36,,,,419.4,,,,211.168,,,
306.2,,,,57.504,,,,75.48,,,,479.984,,,
194.25,,,,289.8,,,,39.98,,,,90.99,,,
63.984,,,,2.502,,,,393.165,,,,1526.56,,,
12.72,,,,6.48,,,,408.006,,,,368.97,,,
11.52,,,,341.488,,,,165.28,,,,6.848,,,
69.216,,,,11.12,,,,33.9,,,,23.1,,,
62.91,,,,25.344,,,,1979.928,,,,11.05,,,
199.98,,,,199.96,,,,70.98,,,,257.568,,,
76.12,,,,710.832,,,,91.68,,,,119.96,,,
872.32,,,,106.232,,,,33.75,,,,19.83,,,
95.968,,,,111.984,,,,3040,,,,60.84,,,
478.48,,,,7.712,,,,15.936,,,,53.25,,,
349.965,,,,5.76,,,,244.006,,,,3.76,,,
256.784,,,,12.88,,,,159.984,,,,143.96,,,
66.112,,,,13.12,,,,1024.716,,,,2399.96,,,
34.86,,,,19.98,,,,3.68,,,,74.352,,,
155.04,,,,398.352,,,,17.28,,,,87.168,,,
1212.96,,,,5.04,,,,17.712,,,,32.232,,,
1199.976,,,,17.45,,,,52.136,,,,15.008,,,
445.96,,,,323.136,,,,25.92,,,,45.68,,,
423.28,,,,29.7,,,,40.46,,,,110.96,,,
11.96,,,,1295.84,,,,33.87,,,,11.94,,,
34.79,,,,46.84,,,,177,,,,8.26,,,
700.056,,,,425.833,,,,18.16,,,,17.76,,,
279.456,,,,209.67,,,,33.52,,,,332.94,,,
35.808,,,,64.944,,,,9.94,,,,292.1,,,
5.46,,,,20.736,,,,396,,,,206.1,,,
90.24,,,,19.65,,,,4.16,,,,17.64,,,
4548.81,,,,152.991,,,,11.648,,,,1023.332,,,
310.88,,,,10.584,,,,212.88,,,,600.558,,,
172.186,,,,94.92,,,,40.74,,,,39.992,,,
69.008,,,,14.76,,,,11.67,,,,211.246,,,
232.88,,,,3.656,,,,111.96,,,,68.742,,,
264.32,,,,14.94,,,,9.344,,,,12.96,,,
604.656,,,,61.792,,,,79.36,,,,26.48,,,
10.368,,,,15.552,,,,35.352,,,,532.72,,,
95.976,,,,5.232,,,,23.952,,,,26.72,,,
327.76,,,,6.096,,,,4.98,,,,20.04,,,
121.376,,,,191.82,,,,170.88,,,,795.48,,,
196.752,,,,20.104,,,,10.96,,,,21.56,,,
143.952,,,,16.52,,,,33.488,,,,81.4,,,
16.23,,,,485.94,,,,8.04,,,,325.86,,,
319.9,,,,37.376,,,,211.96,,,,5.715,,,
11.36,,,,70.686,,,,6.672,,,,59.76,,,
675.12,,,,319.968,,,,39.96,,,,6.08,,,
149.232,,,,190.86,,,,5.46,,,,164.792,,,
32.34,,,,24.32,,,,73.2,,,,94.2,,,
56.064,,,,13.36,,,,5.84,,,,205.3328,,,
108.72,,,,41.72,,,,22.72,,,,29.78,,,
38.6,,,,11.52,,,,9.336,,,,677.58,,,
139.86,,,,541.44,,,,83.976,,,,75.04,,,
1067.94,,,,19.44,,,,59.48,,,,84.95,,,
1.167,,,,43.26,,,,6.69,,,,61,,,
86.376,,,,43.56,,,,1006.056,,,,671.93,,,
2.52,,,,5,,,,10.688,,,,13.468,,,
10.332,,,,371.97,,,,10.368,,,,34.54,,,
5.904,,,,166.24,,,,25.12,,,,2999.95,,,
15.696,,,,199.74,,,,58.112,,,,64.12,,,
107.772,,,,435.26,,,,19.44,,,,33.62,,,
29.32,,,,1119.984,,,,9.64,,,,29.7,,,
18.288,,,,23.92,,,,12.7,,,,94.2,,,
25.92,,,,60.69,,,,41.37,,,,28.4,,,
290.666,,,,287.97,,,,41.92,,,,5.78,,,
42.81,,,,595.38,,,,297.576,,,,121.68,,,
12.96,,,,12.96,,,,4.344,,,,482.664,,,
225.296,,,,4.95,,,,94.992,,,,4799.984,,,
104.85,,,,13.52,,,,74.352,,,,42.93,,,
166.44,,,,259.7,,,,14.04,,,,23.976,,,
359.772,,,,42.95,,,,58.58,,,,6.264,,,
26.2,,,,1399.93,,,,104.28,,,,20.808,,,
1325.85,,,,503.96,,,,17.94,,,,218.352,,,
11.088,,,,27.216,,,,18.97,,,,127.95,,,
25.164,,,,194.32,,,,14.82,,,,25.11,,,
5.248,,,,94.74,,,,21.88,,,,411.8,,,
567.12,,,,60.64,,,,13.616,,,,360,,,
821.3,,,,76.3,,,,9.702,,,,11.12,,,
22638.48,,,,364.8,,,,7.712,,,,14.94,,,
21.376,,,,79.872,,,,242.9,,,,25.472,,,
8.016,,,,46.384,,,,454.9,,,,7.056,,,
355.455,,,,12.96,,,,35.92,,,,383.84,,,
18.936,,,,547.136,,,,39.76,,,,41.22,,,
2001.86,,,,1552.831,,,,47.744,,,,240.37,,,
116.28,,,,137.24,,,,100,,,,119.02,,,
302.376,,,,36.51,,,,7.83,,,,16.98,,,
129.98,,,,239.976,,,,338.04,,,,7.04,,,
377.97,,,,32.75,,,,154.24,,,,106.32,,,
22.2,,,,7.86,,,,11.232,,,,8.1,,,
8.376,,,,24.448,,,,10.272,,,,233.86,,,
58.24,,,,6.48,,,,35.06,,,,620.6145,,,
14.45,,,,41.86,,,,4.13,,,,5.328,,,
95.648,,,,1619.91,,,,109.8,,,,258.072,,,
63.882,,,,113.92,,,,9.82,,,,617.976,,,
502.488,,,,37.6,,,,97.984,,,,16.256,,,
73.32,,,,59.9,,,,62.4,,,,219.184,,,
515.88,,,,37,,,,59.97,,,,56.28,,,
61.544,,,,7.52,,,,83.36,,,,2690.97,,,
53.88,,,,301.96,,,,107.94,,,,2591.56,,,
56.96,,,,33.96,,,,215.65,,,,41.95,,,
48.4,,,,826.11,,,,11.168,,,,244.55,,,
353.568,,,,17.48,,,,53.952,,,,195.76,,,
16.464,,,,269.49,,,,4.18,,,,273.96,,,
13.96,,,,29.97,,,,2575.944,,,,306.9,,,
25.96,,,,98.352,,,,45.36,,,,9.82,,,
36.27,,,,85.52,,,,254.24,,,,35.97,,,
6.48,,,,9.84,,,,69.93,,,,12.96,,,
1075.088,,,,20.04,,,,16.156,,,,191.6,,,
438.368,,,,631.96,,,,54.816,,,,8.64,,,
18.088,,,,23.92,,,,92.064,,,,501.81,,,
991.764,,,,64.17,,,,6.976,,,,15.12,,,
33.792,,,,124.46,,,,62.958,,,,17.43,,,
268.935,,,,32.784,,,,5.184,,,,251.64,,,
2.724,,,,106.5,,,,31.32,,,,478.24,,,
3.264,,,,42.048,,,,11.84,,,,37.896,,,
443.92,,,,25.488,,,,22.784,,,,65.584,,,
155.976,,,,6.9,,,,1127.976,,,,7.61,,,
585.552,,,,9.648,,,,140.81,,,,7.16,,,
74.352,,,,7.968,,,,727.45,,,,10.368,,,
170.352,,,,46.32,,,,24.96,,,,95.736,,,
8.85,,,,181.986,,,,6.48,,,,12.32,,,
48.86,,,,431.976,,,,176.784,,,,4.419,,,
17.94,,,,155.37,,,,217.056,,,,99.99,,,
49.65,,,,1348.704,,,,31.56,,,,286.15,,,
310.12,,,,700.152,,,,24.784,,,,195.104,,,
41.4,,,,2.304,,,,191.88,,,,36.672,,,
35,,,,1879.96,,,,14.78,,,,199.95,,,
39.552,,,,313.024,,,,2.952,,,,41.86,,,
6.08,,,,5.04,,,,27.018,,,,11.364,,,
19.9,,,,50,,,,99.39,,,,16.768,,,
1706.184,,,,6.992,,,,863.64,,,,27.12,,,
1441.3,,,,1406.86,,,,47.616,,,,1.752,,,
30.016,,,,15.75,,,,177.48,,,,20.992,,,
37.4,,,,323.1,,,,271.992,,,,29.7,,,
212.94,,,,9.216,,,,19.968,,,,39.96,,,
196.704,,,,10.368,,,,33.488,,,,5.28,,,
53.424,,,,15.02,,,,8.736,,,,895.92,,,
99.918,,,,33.82,,,,662.88,,,,436.704,,,
10.368,,,,6.608,,,,95.968,,,,7.92,,,
24.896,,,,14.94,,,,10.368,,,,14.592,,,
797.944,,,,4.928,,,,933.536,,,,89.856,,,
223.96,,,,7.23,,,,42.976,,,,13.872,,,
206.991,,,,323.1,,,,1439.976,,,,8.76,,,
44.416,,,,29.99,,,,350.98,,,,10.776,,,
9.006,,,,883.84,,,,13.08,,,,242.352,,,
91.68,,,,40.784,,,,900.08,,,,198.272,,,
34.272,,,,105.96,,,,1606.23,,,,74.45,,,
155.456,,,,15.7,,,,17.04,,,,15.552,,,
43.176,,,,227.36,,,,49.53,,,,4.89,,,
2934.33,,,,1919.976,,,,872.32,,,,196.45,,,
647.84,,,,12.828,,,,33.024,,,,79.14,,,
57.75,,,,13.9,,,,67.136,,,,20.736,,,
14.352,,,,49.12,,,,9.392,,,,15.57,,,
6.24,,,,377.97,,,,9.328,,,,16.52,,,
193.0656,,,,42.28,,,,162.64,,,,13.71,,,
31.84,,,,299.97,,,,597,,,,205.92,,,
19.3,,,,89.98,,,,55.48,,,,102.833,,,
104.01,,,,257.64,,,,17.31,,,,477.24,,,
3.984,,,,125.976,,,,1.941,,,,25.98,,,
119.833,,,,27.168,,,,7.312,,,,26.046,,,
627.168,,,,8.226,,,,122.12,,,,2.896,,,
170.058,,,,5.56,,,,18.45,,,,32.544,,,
549.99,,,,323.37,,,,324.9,,,,40.74,,,
210.392,,,,783.96,,,,146.73,,,,12.03,,,
32.4,,,,1447.65,,,,3.96,,,,2549.985,,,
31.05,,,,11.96,,,,511.84,,,,21.594,,,
167.535,,,,32.192,,,,91.96,,,,8.964,,,
5.18,,,,50.12,,,,8.34,,,,20.736,,,
15.56,,,,47.976,,,,159.88,,,,60.312,,,
78.35,,,,60.984,,,,30.48,,,,28.14,,,
59.52,,,,195.466,,,,23.988,,,,7.38,,,
38.52,,,,601.536,,,,16.688,,,,10.9,,,
239.984,,,,7.9,,,,422.058,,,,274.89,,,
19.35,,,,7.88,,,,38.088,,,,23.04,,,
26.046,,,,12.84,,,,254.352,,,,218.352,,,
74.352,,,,25.68,,,,14.16,,,,195.136,,,
3.648,,,,47.516,,,,22.608,,,,44.4,,,
31.104,,,,9.42,,,,21.48,,,,51.968,,,
95.968,,,,12.96,,,,8.808,,,,51.336,,,
853.93,,,,704.9,,,,79.384,,,,332.704,,,
15.936,,,,561.568,,,,34.58,,,,42.408,,,
601.536,,,,179.82,,,,191.976,,,,317.058,,,
2.88,,,,185.58,,,,8.288,,,,15.76,,,
4.272,,,,214.11,,,,139.92,,,,14.56,,,
62.24,,,,999.96,,,,15.872,,,,146.86,,,
447.84,,,,653.55,,,,6.286,,,,36.56,,,
39.84,,,,114.6,,,,9.264,,,,848.544,,,
207.24,,,,60.74,,,,45.68,,,,8.7,,,
41.904,,,,124.36,,,,60.12,,,,122.382,,,
9.408,,,,1088.76,,,,41.72,,,,97.264,,,
4.672,,,,120.33,,,,71.6,,,,2.694,,,
318.4,,,,408.422,,,,85.232,,,,2.934,,,
12.768,,,,479.984,,,,44.4,,,,11.54,,,
15.36,,,,12.6,,,,442.764,,,,162.6,,,
230.376,,,,387.136,,,,3999.95,,,,908.82,,,
23.92,,,,135.72,,,,199.95,,,,47.976,,,
38.34,,,,12.56,,,,63.68,,,,20.736,,,
20.736,,,,263.96,,,,29,,,,18.28,,,
14.304,,,,3.882,,,,60.81,,,,254.352,,,
733.95,,,,6.608,,,,153.552,,,,675.06,,,
241.44,,,,7.28,,,,65.34,,,,121.94,,,
281.904,,,,144.784,,,,123.92,,,,122.71,,,
201.432,,,,19.936,,,,35.1,,,,155.34,,,
135.98,,,,45.92,,,,44.75,,,,54.9,,,
44.95,,,,244.006,,,,4.704,,,,11.76,,,
5.56,,,,15.936,,,,67.56,,,,5.344,,,
32.4,,,,20.736,,,,167.292,,,,66.36,,,
22.96,,,,43.296,,,,72.294,,,,92.88,,,
28.99,,,,19,,,,330.588,,,,24.14,,,
12.96,,,,344.22,,,,44.4,,,,387.136,,,
22.96,,,,5.04,,,,1016.792,,,,45.408,,,
4164.05,,,,92.94,,,,38.136,,,,77.952,,,
177.2,,,,66.69,,,,494.982,,,,3,,,
4.624,,,,91.68,,,,143.7,,,,18.688,,,
85.98,,,,52.272,,,,437.85,,,,11.664,,,
63.924,,,,17.94,,,,109.48,,,,99.28,,,
11.91,,,,194.32,,,,499.98,,,,1.188,,,
1228.465,,,,25.99,,,,5.28,,,,7.518,,,
299.98,,,,53.7,,,,8.26,,,,113.568,,,
50.997,,,,36.26,,,,48.16,,,,1.81,,,
76.792,,,,56.3,,,,14.352,,,,552,,,
539.964,,,,32.4,,,,316,,,,69.98,,,
197.97,,,,29.16,,,,141.372,,,,10.43,,,
1.944,,,,1022.97,,,,41.96,,,,72.784,,,
12.984,,,,2799.96,,,,41.7,,,,13.904,,,
217.584,,,,83.97,,,,41.86,,,,42.048,,,
328.776,,,,104.97,,,,490.32,,,,67.92,,,
2.286,,,,120.666,,,,70.08,,,,8.896,,,
14.4,,,,31.68,,,,1.272,,,,19.05,,,
854.94,,,,10.368,,,,557.585,,,,73.344,,,
81.98,,,,12.032,,,,127.88,,,,107.97,,,
43.512,,,,5.768,,,,160.32,,,,344.981,,,
124.11,,,,1123.92,,,,46,,,,1.988,,,
25.92,,,,249.584,,,,532.704,,,,20.34,,,
896.99,,,,48.672,,,,4.912,,,,39.28,,,
1.234,,,,60.768,,,,60.288,,,,33.12,,,
67.56,,,,78.6,,,,2.632,,,,220.2656,,,
21.72,,,,3.768,,,,23.688,,,,123.92,,,
262.336,,,,1036.624,,,,253.372,,,,12.39,,,
148.48,,,,563.808,,,,7.216,,,,47.3,,,
241.176,,,,206.43,,,,49.568,,,,139.58,,,
575.968,,,,2025.36,,,,54.712,,,,8.384,,,
83.984,,,,1799.994,,,,39.68,,,,6.848,,,
10.368,,,,101.988,,,,956.6648,,,,28.08,,,
49.12,,,,262.864,,,,754.45,,,,751.984,,,
18.28,,,,284.364,,,,2396.4,,,,1048.35,,,
164.85,,,,26,,,,230.376,,,,4.91,,,
7.712,,,,12.672,,,,9.664,,,,62.96,,,
249.75,,,,3.366,,,,1.344,,,,677.58,,,
255.936,,,,94.85,,,,8.272,,,,13.896,,,
178.384,,,,51.12,,,,12.544,,,,4.608,,,
15.552,,,,90,,,,345,,,,15.528,,,
6.928,,,,4.608,,,,174.286,,,,11.952,,,
36.99,,,,7.92,,,,662.84,,,,23.68,,,
629.1,,,,203.92,,,,95.1,,,,2.376,,,
193.95,,,,494.376,,,,26.88,,,,10.368,,,
5.46,,,,29.2,,,,257.98,,,,5.76,,,
11.264,,,,248.85,,,,492.835,,,,43.372,,,
23.84,,,,36.24,,,,29.12,,,,163.96,,,
7.488,,,,19.194,,,,14.272,,,,64.96,,,
698.352,,,,121.792,,,,451.136,,,,30.56,,,
108.92,,,,25.344,,,,64.864,,,,9.78,,,
56.65,,,,181.35,,,,217.584,,,,23.24,,,
14.97,,,,8.64,,,,82.95,,,,4.842,,,
4.02,,,,68.94,,,,87.71,,,,220.704,,,
471.92,,,,128.82,,,,1101.48,,,,48.9,,,
123.136,,,,50.8,,,,300.93,,,,3.328,,,
512.358,,,,30.44,,,,719.96,,,,933.262,,,
20.88,,,,35.28,,,,9.584,,,,2803.92,,,
35.856,,,,19.44,,,,7.38,,,,314.352,,,
3.488,,,,37.88,,,,1117.92,,,,4.608,,,
201.584,,,,141.96,,,,95.968,,,,129.93,,,
3.392,,,,66.048,,,,47.992,,,,159.56,,,
22.288,,,,28.44,,,,20.16,,,,15.7,,,
15.552,,,,364.41,,,,29.46,,,,59.52,,,
11.648,,,,39.96,,,,868.59,,,,34.4,,,
418.8,,,,361.764,,,,12.96,,,,69.52,,,
509.488,,,,17.94,,,,5.5,,,,763.44,,,
287.968,,,,384.174,,,,121.6,,,,25.92,,,
13.12,,,,1799.75,,,,111.888,,,,22.96,,,
10.75,,,,22.288,,,,173.94,,,,32.448,,,
11.62,,,,77.88,,,,14.76,,,,26.388,,,
83.25,,,,43.56,,,,25.92,,,,373.47,,,
9.45,,,,5.84,,,,705.544,,,,64.2,,,
20.65,,,,271.764,,,,51.712,,,,8,,,
45.36,,,,15.24,,,,1399.944,,,,183.96,,,
330.4,,,,1408.1,,,,5.98,,,,17.61,,,
604.752,,,,15.08,,,,246.168,,,,300.904,,,
2.92,,,,24.288,,,,14.136,,,,9.11,,,
15.552,,,,4.304,,,,601.47,,,,571.44,,,
16.032,,,,29.9,,,,14.94,,,,32.4,,,
351.216,,,,58.72,,,,1349.85,,,,16.91,,,
135.516,,,,5.16,,,,136.784,,,,2.313,,,
12.448,,,,286.79,,,,61.12,,,,2.202,,,
29.932,,,,61.96,,,,16.99,,,,9.396,,,
139.44,,,,361.96,,,,41.568,,,,243.16,,,
6.912,,,,278.82,,,,186.048,,,,23.16,,,
27.096,,,,47.952,,,,36.792,,,,21.24,,,
177.568,,,,408.422,,,,18.624,,,,9.552,,,
38.272,,,,382.116,,,,424.9575,,,,89.991,,,
7.16,,,,68.6,,,,10.86,,,,34.5,,,
1091.168,,,,435.504,,,,3.984,,,,6.68,,,
487.984,,,,11.168,,,,370.62,,,,6.408,,,
47.3,,,,796.425,,,,2.742,,,,408.744,,,
4.13,,,,12.832,,,,79.512,,,,59.2,,,
155.12,,,,87.168,,,,28.352,,,,54.66,,,
55.92,,,,14.496,,,,95.952,,,,11.06,,,
31.984,,,,3.9,,,,3.204,,,,623.4648,,,
27.888,,,,801.96,,,,3.98,,,,772.68,,,
6.456,,,,191.96,,,,15.48,,,,68.541,,,
52.68,,,,2.61,,,,108.576,,,,627.168,,,
13.88,,,,16.448,,,,109.9,,,,122.12,,,
13.494,,,,36.784,,,,30.352,,,,152.94,,,
11.52,,,,2.946,,,,81.2,,,,84.416,,,
10.368,,,,55.104,,,,46.72,,,,191.968,,,
39.072,,,,8.688,,,,239.97,,,,1458.65,,,
79.4,,,,30.88,,,,76.92,,,,26.64,,,
23.988,,,,6.408,,,,481.32,,,,476.8,,,
34.176,,,,44.46,,,,54.5,,,,87.444,,,
41.584,,,,15.8,,,,49.44,,,,79.99,,,
45.68,,,,464.97,,,,154.44,,,,419.944,,,
39.48,,,,181.96,,,,257.98,,,,47.992,,,
551.985,,,,12.39,,,,23.988,,,,3359.952,,,
11.85,,,,84.09,,,,23.976,,,,128.058,,,
17.94,,,,79.36,,,,783.96,,,,81.08,,,
1.984,,,,153.36,,,,6.72,,,,41.472,,,
2.97,,,,43.68,,,,298.776,,,,65.232,,,
6.912,,,,98.21,,,,302.376,,,,207,,,
219.168,,,,59.994,,,,108.336,,,,147.92,,,
10.368,,,,439.992,,,,55.92,,,,104.28,,,
2060.744,,,,87.96,,,,78.304,,,,286.85,,,
273.96,,,,15.488,,,,695.7,,,,66.96,,,
6.54,,,,141.96,,,,845.488,,,,199.98,,,
272.94,,,,24.78,,,,7.434,,,,37.44,,,
259.136,,,,19.14,,,,64.784,,,,37.59,,,
14.73,,,,899.97,,,,14.98,,,,26.032,,,
107.44,,,,32.4,,,,20.32,,,,5.248,,,
1049.97,,,,41.96,,,,1603.136,,,,74.416,,,
13.904,,,,636.86,,,,225.296,,,,6.848,,,
2.368,,,,499.99,,,,14.72,,,,7.996,,,
19.008,,,,1259.93,,,,38.976,,,,209.979,,,
359.98,,,,65.08,,,,153.568,,,,43.92,,,
20.88,,,,11.68,,,,1013.488,,,,127.92,,,
3.81,,,,16.9,,,,52.34,,,,34.24,,,
5.98,,,,24.4,,,,4.66,,,,87.6,,,
70.56,,,,119.96,,,,254.97,,,,10.272,,,
7.184,,,,665.88,,,,25.44,,,,238.62,,,
6.28,,,,269.982,,,,27.93,,,,7.77,,,
480.74,,,,4.419,,,,6.96,,,,285.48,,,
6.096,,,,16.032,,,,17.456,,,,19.168,,,
141.4,,,,29.79,,,,307.92,,,,5.904,,,
4.464,,,,11.76,,,,959.968,,,,42.85,,,
40.176,,,,5.238,,,,23.12,,,,6.16,,,
10.896,,,,4.662,,,,37.464,,,,17,,,
9.345,,,,523.92,,,,539.658,,,,87.4,,,
49.632,,,,100.792,,,,15.8,,,,58.48,,,
52.096,,,,146.136,,,,14.368,,,,180.96,,,
342.864,,,,19.824,,,,70.448,,,,914.97,,,
8.56,,,,801.96,,,,156.792,,,,587.97,,,
239.97,,,,59.97,,,,431.976,,,,530.34,,,
356.94,,,,1056.86,,,,35.89,,,,14.94,,,
9.98,,,,991.2,,,,47.208,,,,299.52,,,
30.28,,,,879.984,,,,248.08,,,,20.768,,,
57.93,,,,12.96,,,,189.7,,,,458.43,,,
41.94,,,,76.14,,,,59.808,,,,18.28,,,
137.24,,,,19.96,,,,38.29,,,,1399.93,,,
17.248,,,,85.96,,,,39.99,,,,48.69,,,
16.74,,,,85.3,,,,24.96,,,,539.97,,,
79.36,,,,151.96,,,,19.36,,,,22.58,,,
7.872,,,,148.32,,,,1267.65,,,,440.19,,,
53.82,,,,240.784,,,,12.99,,,,64.4,,,
981.372,,,,191.968,,,,18.56,,,,899.43,,,
56.52,,,,11.56,,,,449.15,,,,46.2,,,
43.02,,,,11.8,,,,31.248,,,,47.952,,,
286.344,,,,842.352,,,,61.44,,,,7.992,,,
25.984,,,,9.568,,,,55.36,,,,76.864,,,
40.97,,,,82.368,,,,207.48,,,,3.76,,,
27.36,,,,364.704,,,,191.82,,,,14.7,,,
82.782,,,,40.256,,,,243.88,,,,37.2,,,
104.85,,,,10.368,,,,727.296,,,,89.97,,,
8.704,,,,47.984,,,,22.608,,,,261.96,,,
21.12,,,,270.34,,,,666.4,,,,74,,,
767.952,,,,98.112,,,,403.168,,,,58.17,,,
14.352,,,,563.808,,,,195.136,,,,5.04,,,
191.976,,,,10.428,,,,16.72,,,,24.784,,,
274.77,,,,547.136,,,,517.9,,,,29.592,,,
22.96,,,,14.85,,,,5.28,,,,4.752,,,
4.224,,,,41.988,,,,119.976,,,,15.552,,,
375.34,,,,7.584,,,,114.46,,,,39.96,,,
55.44,,,,352.45,,,,447.86,,,,42.624,,,
20.928,,,,61.68,,,,479.95,,,,220.96,,,
1801.632,,,,63.96,,,,166.44,,,,56.704,,,
12.35,,,,28.752,,,,12.957,,,,11.12,,,
646.2,,,,27.216,,,,15.712,,,,221.024,,,
20.016,,,,197.372,,,,21.93,,,,36.048,,,
3.104,,,,38.28,,,,242.94,,,,14.56,,,
7.52,,,,149.95,,,,7.64,,,,3.048,,,
10.272,,,,5.728,,,,51.84,,,,6.874,,,
47.808,,,,42.24,,,,265.17,,,,1.996,,,
978.84,,,,79.36,,,,837.6,,,,8.928,,,
158.928,,,,63.552,,,,135.9,,,,17.24,,,
32.4,,,,41.376,,,,34.68,,,,302.94,,,
404.9,,,,172.704,,,,532.704,,,,34.75,,,
9449.95,,,,512.94,,,,43.1,,,,113.94,,,
12.94,,,,860.93,,,,15.88,,,,55.98,,,
35.91,,,,769.95,,,,347.802,,,,344.704,,,
67.344,,,,14.98,,,,32.4,,,,706.86,,,
2624.985,,,,373.08,,,,67.64,,,,114.95,,,
14.48,,,,231.92,,,,119.976,,,,43.19,,,
45,,,,1.78,,,,67,,,,22.608,,,
209.97,,,,25.92,,,,390.272,,,,1.892,,,
57.42,,,,101.94,,,,62.192,,,,97.16,,,
15.696,,,,6.848,,,,3.168,,,,281.34,,,
31.92,,,,17.12,,,,528.43,,,,307.98,,,
85.44,,,,542.94,,,,13.392,,,,299.97,,,
629.95,,,,8.64,,,,23.34,,,,67.8,,,
122.97,,,,193.8,,,,349.95,,,,377.97,,,
49.25,,,,21.4,,,,377.928,,,,1628.82,,,
10.16,,,,97.88,,,,1.504,,,,286.93,,,
272.61,,,,251.91,,,,34.848,,,,681.408,,,
34.08,,,,25.86,,,,3.984,,,,3.52,,,
196.21,,,,24.816,,,,181.797,,,,5.58,,,
806.336,,,,204.85,,,,44.94,,,,36.32,,,
31.104,,,,9.156,,,,45.576,,,,195.64,,,
9.42,,,,80.88,,,,318.43,,,,38.016,,,
6.56,,,,599.9,,,,122.92,,,,95.992,,,
24.56,,,,72.744,,,,7.068,,,,13.216,,,
62.28,,,,572.16,,,,56.45,,,,314.352,,,
47.96,,,,25.032,,,,113.888,,,,27.888,,,
11.352,,,,999.98,,,,105.584,,,,133.12,,,
20.808,,,,821.94,,,,24.85,,,,26.16,,,
43.92,,,,7.04,,,,107.984,,,,131.94,,,
20.232,,,,5.04,,,,19.296,,,,25.92,,,
211.248,,,,116.28,,,,79.974,,,,704.76,,,
5.552,,,,47.976,,,,2.946,,,,7.41,,,
11.36,,,,3080,,,,3.136,,,,21.5,,,
2.952,,,,79.96,,,,10.08,,,,518.272,,,
3.69,,,,587.97,,,,11.68,,,,6.98,,,
1103.97,,,,13.96,,,,232.4,,,,343.2,,,
14.04,,,,27.414,,,,86.45,,,,41.28,,,
30.96,,,,73.98,,,,122.97,,,,8.288,,,
383.96,,,,160.98,,,,244.615,,,,1123.128,,,
666.344,,,,17.34,,,,59.97,,,,64.9,,,
195.136,,,,3.28,,,,81.54,,,,520.05,,,
21.936,,,,8.856,,,,11.68,,,,17.97,,,
19.44,,,,158.376,,,,29,,,,181.986,,,
447.968,,,,3.168,,,,15.712,,,,1.592,,,
16.78,,,,19.44,,,,89.97,,,,22.344,,,
23.976,,,,454.86,,,,3.208,,,,68.46,,,
33.29,,,,91.392,,,,26.176,,,,49.56,,,
16.28,,,,73.28,,,,9.552,,,,9.84,,,
62.94,,,,11.952,,,,1287.45,,,,2.78,,,
270.72,,,,15.552,,,,111.672,,,,171.288,,,
91.36,,,,322.59,,,,65.79,,,,1.824,,,
19.92,,,,47.984,,,,271.984,,,,18.32,,,
89.712,,,,26.064,,,,11.76,,,,48.816,,,
152.24,,,,16.52,,,,77.52,,,,1.188,,,
152.91,,,,671.94,,,,48.64,,,,29.84,,,
21.24,,,,19.44,,,,1.81,,,,663.92,,,
5.78,,,,31.104,,,,8.26,,,,120,,,
107.94,,,,54.816,,,,262.24,,,,3.29,,,
19.65,,,,56.3,,,,182.72,,,,18.84,,,
617.97,,,,21.12,,,,131.6,,,,50.136,,,
59.7,,,,696.42,,,,22.72,,,,208.44,,,
575.92,,,,304.776,,,,558.4,,,,25.76,,,
30.4,,,,51.98,,,,84.784,,,,23.08,,,
92.94,,,,21.93,,,,70.88,,,,12.96,,,
5.484,,,,7.31,,,,27.264,,,,58.34,,,
15.552,,,,799.984,,,,16.496,,,,539.97,,,
78.35,,,,41.28,,,,5.08,,,,25.92,,,
