Sales 2016,Moving Average,Sales 2017,Moving Average,Sales 2018,Moving Average,Sales 2019,Moving Average,,,,,,,
96.256,356.0295,201.568,150.9295,7.56,53.877,214.95,190.259,,,,,,,
10.688,54.7215,359.058,204.769,85.224,59.208,45.36,122.9615,,,,,,,
1133.35,313.161,3.75,203.044,287.52,126.228,288.24,172.3215,,,,,,,
13.36,313.4135,41.4,151.444,37.68,104.496,1332.496,470.2615,,,,,,,
10.368,291.9415,29.79,108.4995,19.98,107.601,19.456,421.388,,,,,,,
6.24,290.8295,675.96,187.725,20.58,91.44,209.986,462.5445,,,,,,,
58.112,22.02,1265.85,503.25,17.38,23.905,29.76,397.9245,,,,,,,
181.47,64.0475,523.25,623.7125,3.64,15.395,89.768,87.2425,,,,,,,
7.644,63.3665,517.5,745.64,159.768,50.342,959.984,322.3745,,,,,,,
51.465,74.67275,1247.64,888.56,195.184,93.993,15.552,273.766,,,,,,,
20.86,65.35975,3149.93,1359.58,27.93,96.6305,34.36,274.916,,,,,,,
497.61,144.39475,209.7,1281.1925,172.5,138.8455,30.88,260.194,,,,,,,
5.34,143.81875,35.36,1160.6575,179.97,143.896,465.16,136.488,,,,,,,
3.15,131.74,3.168,849.5395,258.696,159.774,27.12,139.38,,,,,,,
48.94,138.76,121.104,92.333,431.928,260.7735,174.3,174.365,,,,,,,
172.11,57.385,45.894,51.3815,95.984,241.6445,299.9,241.62,,,,,,,
46.64,67.71,1018.104,297.0675,1088.792,468.85,7.992,127.328,,,,,,,
60.416,82.0265,196.62,345.4305,544.008,540.178,49.616,132.952,,,,,,,
308.499,146.91625,21.936,320.6385,1.872,432.664,6.48,90.997,,,,,,,
75.6,122.78875,6.588,310.812,854.352,622.256,46.51,27.6495,,,,,,,
187.76,158.06875,63.96,72.276,593.568,498.45,659.976,190.6455,,,,,,,
779.796,337.91375,14.46,26.736,338.04,446.958,445.44,289.6015,,,,,,,
21.4,266.139,104.98,47.497,11.21,449.2925,44.376,299.0755,,,,,,,
489.23,369.5465,106.96,72.59,9.144,237.9905,51.264,300.264,,,,,,,
317.058,401.871,21.56,61.99,14.07,93.116,5.193,136.56825,,,,,,,
15.78,210.867,11.808,61.327,41.86,19.071,159.984,65.20425,,,,,,,
45.98,217.012,1931.04,517.842,8.544,18.4045,54.224,67.66625,,,,,,,
14.52,98.3345,9.96,493.592,579.136,160.9025,310.12,132.38025,,,,,,,
49.632,31.478,11.61,491.1045,113.79,185.8325,70.464,148.698,,,,,,,
4.368,28.625,14.304,491.7285,78.15,194.905,19.68,113.622,,,,,,,
76.14,36.165,159.984,48.9645,1.728,193.201,140.67,135.2335,,,,,,,
744.1,218.56,255.968,110.4665,40.56,58.557,17.456,62.0675,,,,,,,
16.224,210.208,359.058,197.3285,182.94,75.8445,18.75,49.139,,,,,,,
7.104,210.892,434.352,302.3405,193.86,104.772,119.7,74.144,,,,,,,
398.352,291.445,3.552,263.2325,839.988,314.337,9.144,41.2625,,,,,,,
121.792,135.868,88.832,221.4485,47.952,316.185,57.06,51.1635,,,,,,,
401.59,232.2095,31.44,139.544,37.425,279.80625,71.6,64.376,,,,,,,
10.56,233.0735,17.9,35.431,63.968,247.33325,107.44,61.311,,,,,,,
3.38,134.3305,129.45,66.9055,165.048,78.59825,7.31,60.8525,,,,,,,
79.47,123.75,206.962,96.438,22,72.11025,59.1,61.3625,,,,,,,
4.56,24.4925,360.712,178.756,398.352,162.342,46.53,55.095,,,,,,,
59.92,36.8325,1718.4,603.881,8.72,148.53,13.776,31.679,,,,,,,
46.864,47.7035,41.568,581.9105,27.882,114.2385,10.272,32.4195,,,,,,,
5.104,29.112,411.332,633.003,540.048,243.7505,4.608,18.7965,,,,,,,
2.896,28.696,28.752,550.013,255.68,208.0825,2.688,7.836,,,,,,,
149.97,51.2085,293.199,193.71275,17.616,210.3065,27.816,11.346,,,,,,,
275.97,108.485,368.91,275.54825,69.9,220.811,82.524,29.409,,,,,,,
1394.95,455.9465,14.7,176.39025,41.85,96.2615,182.994,74.0055,,,,,,,
281.372,525.5655,6.58,170.84725,102.336,57.9255,23.832,79.2915,,,,,,,
479.96,608.063,122.94,128.2825,48.792,65.7195,46.2,83.8875,,,,,,,
320.88,619.2905,134.97,69.7975,44.848,59.4565,537.544,197.6425,,,,,,,
281.372,340.896,699.98,241.1175,10.368,51.586,13.9,155.369,,,,,,,
26.76,277.243,139.95,274.46,388.43,123.1095,19.4,154.261,,,,,,,
15,161.003,170.136,286.259,14.352,114.4995,90.86,165.426,,,,,,,
161.61,121.1855,7.38,254.3615,63.992,119.2855,28.91,38.2675,,,,,,,
144.95,87.08,9.26,81.6815,86.352,138.2815,19.824,39.7485,,,,,,,
29.68,87.81,9.96,49.184,278.4,110.774,657.504,199.2745,,,,,,,
56.4,98.16,38.88,16.37,14.9,110.911,99.54,201.4445,,,,,,,
4.224,58.8135,207,66.275,39.88,104.883,199.96,244.207,,,,,,,
333.056,105.84,40.096,73.984,12.192,86.343,14.624,242.907,,,,,,,
24.896,104.644,40.784,81.69,20.82,21.948,697.16,252.821,,,,,,,
135.99,124.5415,34.76,80.66,13.216,21.527,30.93,235.6685,,,,,,,
11.34,126.3205,831.2,236.71,32.4,19.657,27.496,192.5525,,,,,,,
80.3,63.1315,26.4,233.286,114.95,45.3465,381.36,284.2365,,,,,,,
15.968,60.8995,106.75,249.7775,572.76,183.3315,8.94,112.1815,,,,,,,
64.74,43.087,97.82,265.5425,286.38,251.6225,2.91,105.1765,,,,,,,
19.296,45.076,141.4,93.0925,419.944,348.5085,265.93,164.785,,,,,,,
405.64,126.411,137.62,120.8975,46.76,331.461,238,128.945,,,,,,,
22.336,128.003,100.49,119.3325,17.712,192.699,61.96,142.2,,,,,,,
20.784,117.014,31.104,102.6535,21.78,126.549,56.704,155.6485,,,,,,,
12.39,115.2875,78.256,86.8675,161.94,62.048,274.064,157.682,,,,,,,
303.25,89.69,29.34,59.7975,161.568,90.75,277.4,167.532,,,,,,,
23.68,90.026,383.607,130.57675,3.69,87.2445,5.78,153.487,,,,,,,
1487.04,456.59,563.4,263.65075,122.12,112.3295,1805.88,590.781,,,,,,,
636.408,612.5945,487.984,366.08275,155.372,110.6875,725.84,703.725,,,,,,,
83.168,557.574,136.92,392.97775,38.88,80.0155,10.896,637.099,,,,,,,
230.28,609.224,11.65,299.9885,183.84,125.053,8.544,637.79,,,,,,,
15.552,241.352,299.9,234.1135,579.3,239.348,64.384,202.416,,,,,,,
0.876,82.469,15.008,115.8695,11.34,203.34,8.856,23.17,,,,,,,
99.99,86.6745,14.73,85.322,37.05,202.8825,30.576,28.09,,,,,,,
33.28,37.4245,5.248,83.7215,552.56,295.0625,13.02,29.209,,,,,,,
38.52,43.1665,3.76,9.6865,31.4,158.0875,22.14,18.648,,,,,,,
17.46,47.3125,17.22,10.2395,79.14,175.0375,359.32,106.264,,,,,,,
149.544,59.701,1024.38,262.652,83.952,186.763,211.84,151.58,,,,,,,
17.14,55.666,26.22,267.895,80.98,68.868,143.728,184.257,,,,,,,
51.96,59.026,17.34,271.29,348.84,148.228,25.68,185.142,,,,,,,
561.584,195.057,159.984,306.981,9.45,130.8055,347.58,182.207,,,,,,,
27.6,164.571,46.344,62.472,18.84,114.5275,34.76,137.937,,,,,,,
501.81,285.7385,17.568,60.309,239.98,154.2775,32.48,110.125,,,,,,,
161.94,313.2335,14.62,59.629,167.96,109.0575,20.04,108.715,,,,,,,
15.96,176.8275,33.36,27.973,104.85,132.9075,13999.96,3521.81,,,,,,,
14.67,173.595,40.14,26.422,484.83,249.405,221.92,3568.6,,,,,,,
27.46,55.0075,141.96,57.52,122.97,220.1525,26,3566.98,,,,,,,
881.93,235.005,14.73,57.5475,154.44,216.7725,47.01,3573.7225,,,,,,,
9.81,233.4675,104.9,75.4325,342.37,276.1525,469.99,191.23,,,,,,,
559.992,369.798,61.04,80.6575,17.216,159.249,207.846,187.7115,,,,,,,
832.93,571.1655,10.95,47.905,11.56,131.3965,271.764,249.1525,,,,,,,
43.8,361.633,29.04,51.4825,88.4,114.8865,12.768,240.592,,,,,,,
2.816,359.8845,14.62,28.9125,6.48,30.914,470.376,240.6885,,,,,,,
673.568,388.2785,11.952,16.6405,21.8,32.06,176.04,232.737,,,,,,,
52.98,193.291,4.536,15.037,251.79,92.1175,16.02,168.801,,,,,,,
12.18,185.386,9.156,10.066,205.176,121.3115,185.92,212.089,,,,,,,
127.869,216.64925,75.36,25.251,419.4,224.5415,211.168,147.287,,,,,,,
306.2,124.80725,57.504,36.639,75.48,237.9615,479.984,223.273,,,,,,,
194.25,160.12475,289.8,107.955,39.98,185.009,90.99,242.0155,,,,,,,
63.984,173.07575,2.502,106.2915,393.165,232.00625,1526.56,577.1755,,,,,,,
12.72,144.2885,6.48,89.0715,408.006,229.15775,368.97,616.626,,,,,,,
11.52,70.6185,341.488,160.0675,165.28,251.60775,6.848,498.342,,,,,,,
69.216,39.36,11.12,90.3975,33.9,250.08775,23.1,481.3695,,,,,,,
62.91,39.0915,25.344,96.108,1979.928,646.7785,11.05,102.492,,,,,,,
199.98,85.9065,199.96,144.478,70.98,562.522,257.568,74.6415,,,,,,,
76.12,102.0565,710.832,236.814,91.68,544.122,119.96,102.9195,,,,,,,
872.32,302.8325,106.232,260.592,33.75,544.0845,19.83,102.102,,,,,,,
95.968,311.097,111.984,282.252,3040,809.1025,60.84,114.5495,,,,,,,
478.48,380.722,7.712,234.19,15.936,795.3415,53.25,63.47,,,,,,,
349.965,449.18325,5.76,57.922,244.006,833.423,3.76,34.42,,,,,,,
256.784,295.29925,12.88,34.584,159.984,864.9815,143.96,65.4525,,,,,,,
66.112,287.83525,13.12,9.868,1024.716,361.1605,2399.96,650.2325,,,,,,,
34.86,176.93025,19.98,12.935,3.68,358.0965,74.352,655.508,,,,,,,
155.04,128.199,398.352,111.083,17.28,301.415,87.168,676.36,,,,,,,
1212.96,367.243,5.04,109.123,17.712,265.847,32.232,648.428,,,,,,,
1199.976,650.709,17.45,110.2055,52.136,22.702,15.008,52.19,,,,,,,
445.96,753.484,323.136,185.9945,25.92,28.262,45.68,45.022,,,,,,,
423.28,820.544,29.7,93.8315,40.46,34.057,110.96,50.97,,,,,,,
11.96,520.294,1295.84,416.5315,33.87,38.0965,11.94,45.897,,,,,,,
34.79,228.9975,46.84,423.879,177,69.3125,8.26,44.21,,,,,,,
700.056,292.5215,425.833,449.55325,18.16,67.3725,17.76,37.23,,,,,,,
279.456,256.5655,209.67,494.54575,33.52,65.6375,332.94,92.725,,,,,,,
35.808,262.5275,64.944,186.82175,9.94,59.655,292.1,162.765,,,,,,,
5.46,255.195,20.736,180.29575,396,114.405,206.1,212.225,,,,,,,
90.24,102.741,19.65,78.75,4.16,110.905,17.64,212.195,,,,,,,
4548.81,1170.0795,152.991,64.58025,11.648,105.437,1023.332,384.793,,,,,,,
310.88,1238.8475,10.584,50.99025,212.88,156.172,600.558,461.9075,,,,,,,
172.186,1280.529,94.92,69.53625,40.74,67.357,39.992,420.3805,,,,,,,
69.008,1275.221,14.76,68.31375,11.67,69.2345,211.246,468.782,,,,,,,
232.88,196.2385,3.656,30.98,111.96,94.3125,68.742,230.1345,,,,,,,
264.32,184.5985,14.94,32.069,9.344,43.4285,12.96,83.235,,,,,,,
604.656,292.716,61.792,23.787,79.36,53.0835,26.48,79.857,,,,,,,
10.368,278.056,15.552,23.985,35.352,59.004,532.72,160.2255,,,,,,,
95.976,243.83,5.232,24.379,23.952,37.002,26.72,149.72,,,,,,,
327.76,259.69,6.096,22.168,4.98,35.911,20.04,151.49,,,,,,,
121.376,138.87,191.82,54.675,170.88,58.791,795.48,343.74,,,,,,,
196.752,185.466,20.104,55.813,10.96,52.693,21.56,215.95,,,,,,,
143.952,197.46,16.52,58.635,33.488,55.077,81.4,229.62,,,,,,,
16.23,119.5775,485.94,178.596,8.04,55.842,325.86,306.075,,,,,,,
319.9,169.2085,37.376,139.985,211.96,66.112,5.715,108.63375,,,,,,,
11.36,122.8605,70.686,152.6305,6.672,65.04,59.76,118.18375,,,,,,,
675.12,255.6525,319.968,228.4925,39.96,66.658,6.08,99.35375,,,,,,,
149.232,288.903,190.86,154.7225,5.46,66.013,164.792,59.08675,,,,,,,
32.34,217.013,24.32,151.4585,73.2,31.323,94.2,81.208,,,,,,,
56.064,228.189,13.36,137.127,5.84,31.115,205.3328,117.6012,,,,,,,
108.72,86.589,41.72,67.565,22.72,26.805,29.78,123.5262,,,,,,,
38.6,58.931,11.52,22.73,9.336,27.774,677.58,251.7232,,,,,,,
139.86,85.811,541.44,152.01,83.976,30.468,75.04,246.9332,,,,,,,
1067.94,338.78,19.44,153.53,59.48,43.878,84.95,216.8375,,,,,,,
1.167,311.89175,43.26,153.915,6.69,39.8705,61,224.6425,,,,,,,
86.376,323.83575,43.56,161.925,1006.056,289.0505,671.93,223.23,,,,,,,
2.52,289.50075,5,27.815,10.688,270.7285,13.468,207.837,,,,,,,
10.332,25.09875,371.97,115.9475,10.368,258.4505,34.54,195.2345,,,,,,,
5.904,26.283,166.24,146.6925,25.12,263.058,2999.95,929.972,,,,,,,
15.696,8.613,199.74,185.7375,58.112,26.072,64.12,778.0195,,,,,,,
107.772,34.926,435.26,293.3025,19.44,28.26,33.62,783.0575,,,,,,,
29.32,39.673,1119.984,480.306,9.64,28.078,29.7,781.8475,,,,,,,
18.288,42.769,23.92,444.726,12.7,24.973,94.2,55.41,,,,,,,
25.92,45.325,60.69,409.9635,41.37,20.7875,28.4,46.48,,,,,,,
290.666,91.0485,287.97,373.141,41.92,26.4075,5.78,39.52,,,,,,,
42.81,94.421,595.38,241.99,297.576,98.3915,121.68,62.515,,,,,,,
12.96,93.089,12.96,239.25,4.344,96.3025,482.664,159.631,,,,,,,
225.296,142.933,4.95,225.315,94.992,109.708,4799.984,1352.527,,,,,,,
104.85,96.479,13.52,156.7025,74.352,117.816,42.93,1361.8145,,,,,,,
166.44,127.3865,259.7,72.7825,14.04,46.932,23.976,1337.3885,,,,,,,
359.772,214.0895,42.95,80.28,58.58,60.491,6.264,1218.2885,,,,,,,
26.2,164.3155,1399.93,429.025,104.28,62.813,20.808,23.4945,,,,,,,
1325.85,469.5655,503.96,551.635,17.94,48.71,218.352,67.35,,,,,,,
11.088,430.7275,27.216,493.514,18.97,49.9425,127.95,93.3435,,,,,,,
25.164,347.0755,194.32,531.3565,14.82,39.0025,25.11,98.055,,,,,,,
5.248,341.8375,94.74,205.059,21.88,18.4025,411.8,195.803,,,,,,,
567.12,152.155,60.64,94.229,13.616,17.3215,360,231.215,,,,,,,
821.3,354.708,76.3,106.5,9.702,15.0045,11.12,202.0075,,,,,,,
22638.48,6008.037,364.8,149.12,7.712,13.2275,14.94,199.465,,,,,,,
21.376,6012.069,79.872,145.403,242.9,68.4825,25.472,102.883,,,,,,,
8.016,5872.293,46.384,141.839,454.9,178.8035,7.056,14.647,,,,,,,
355.455,5755.83175,12.96,126.004,35.92,185.358,383.84,107.827,,,,,,,
18.936,100.94575,547.136,171.588,39.76,193.37,41.22,114.397,,,,,,,
2001.86,596.06675,1552.831,539.82775,47.744,144.581,240.37,168.1215,,,,,,,
116.28,623.13275,137.24,562.54175,100,55.856,119.02,196.1125,,,,,,,
302.376,609.863,36.51,568.42925,7.83,48.8335,16.98,104.3975,,,,,,,
129.98,637.624,239.976,491.63925,338.04,123.4035,7.04,95.8525,,,,,,,
377.97,231.6515,32.75,111.619,154.24,150.0275,106.32,62.34,,,,,,,
22.2,208.1315,7.86,79.274,11.232,127.8355,8.1,34.61,,,,,,,
8.376,134.6315,24.448,76.2585,10.272,128.446,233.86,88.83,,,,,,,
58.24,116.6965,6.48,17.8845,35.06,52.701,620.6145,242.223625,,,,,,,
14.45,25.8165,41.86,20.162,4.13,15.1735,5.328,216.975625,,,,,,,
95.648,44.1785,1619.91,423.1745,109.8,39.8155,258.072,279.468625,,,,,,,
63.882,58.055,113.92,445.5425,9.82,39.7025,617.976,375.497625,,,,,,,
502.488,169.117,37.6,453.3225,97.984,55.4335,16.256,224.408,,,,,,,
73.32,183.8345,59.9,457.8325,62.4,70.001,219.184,277.872,,,,,,,
515.88,288.8925,37,62.105,59.97,57.5435,56.28,227.424,,,,,,,
61.544,288.308,7.52,35.505,83.36,75.9285,2690.97,745.6725,,,,,,,
53.88,176.156,301.96,101.595,107.94,78.4175,2591.56,1389.4985,,,,,,,
56.96,172.066,33.96,95.11,215.65,116.73,41.95,1345.19,,,,,,,
48.4,55.196,826.11,292.3875,11.168,104.5295,244.55,1392.2575,,,,,,,
353.568,128.202,17.48,294.8775,53.952,97.1775,195.76,768.455,,,,,,,
16.464,118.848,269.49,286.76,4.18,71.2375,273.96,189.055,,,,,,,
13.96,108.098,29.97,285.7625,2575.944,661.311,306.9,255.2925,,,,,,,
25.96,102.488,98.352,103.823,45.36,669.859,9.82,196.61,,,,,,,
36.27,23.1635,85.52,120.833,254.24,719.931,35.97,156.6625,,,,,,,
6.48,20.6675,9.84,55.9205,69.93,736.3685,12.96,91.4125,,,,,,,
1075.088,285.9495,20.04,53.438,16.156,96.4215,191.6,62.5875,,,,,,,
438.368,389.0515,631.96,186.84,54.816,98.7855,8.64,62.2925,,,,,,,
18.088,384.506,23.92,171.44,92.064,58.2415,501.81,178.7525,,,,,,,
991.764,630.827,64.17,185.0225,6.976,42.503,15.12,179.2925,,,,,,,
33.792,370.503,124.46,211.1275,62.958,54.2035,17.43,135.75,,,,,,,
268.935,328.14475,32.784,61.3335,5.184,41.7955,251.64,196.5,,,,,,,
2.724,324.30375,106.5,81.9785,31.32,26.6095,478.24,190.6075,,,,,,,
3.264,77.17875,42.048,76.448,11.84,27.8255,37.896,196.3015,,,,,,,
443.92,179.71075,25.488,51.705,22.784,17.782,65.584,208.34,,,,,,,
155.976,151.471,6.9,45.234,1127.976,298.48,7.61,147.3325,,,,,,,
585.552,297.178,9.648,21.021,140.81,325.8525,7.16,29.5625,,,,,,,
74.352,314.95,7.968,12.501,727.45,504.755,10.368,22.6805,,,,,,,
170.352,246.558,46.32,17.709,24.96,505.299,95.736,30.2185,,,,,,,
8.85,209.7765,181.986,61.4805,6.48,224.925,12.32,31.396,,,,,,,
48.86,75.6035,431.976,167.0625,176.784,233.9185,4.419,30.71075,,,,,,,
17.94,61.5005,155.37,203.913,217.056,106.32,99.99,53.11625,,,,,,,
49.65,31.325,1348.704,529.509,31.56,107.97,286.15,100.71975,,,,,,,
310.12,106.6425,700.152,659.0505,24.784,112.546,195.104,146.41575,,,,,,,
41.4,104.7775,2.304,551.6325,191.88,116.32,36.672,154.479,,,,,,,
35,109.0425,1879.96,982.78,14.78,65.751,199.95,179.469,,,,,,,
39.552,106.518,313.024,723.86,2.952,58.599,41.86,118.3965,,,,,,,
6.08,30.508,5.04,550.082,27.018,59.1575,11.364,72.4615,,,,,,,
19.9,25.133,50,562.006,99.39,36.035,16.768,67.4855,,,,,,,
1706.184,442.929,6.992,93.764,863.64,248.25,27.12,24.278,,,,,,,
1441.3,793.366,1406.86,367.223,47.616,259.416,1.752,14.251,,,,,,,
30.016,799.35,15.75,369.9005,177.48,297.0315,20.992,16.658,,,,,,,
37.4,803.725,323.1,438.1755,271.992,340.182,29.7,19.891,,,,,,,
212.94,430.414,9.216,438.7315,19.968,129.264,39.96,23.101,,,,,,,
196.704,119.265,10.368,89.6085,33.488,125.732,5.28,23.983,,,,,,,
53.424,125.117,15.02,89.426,8.736,83.546,895.92,242.715,,,,,,,
99.918,140.7465,33.82,17.106,662.88,181.268,436.704,344.466,,,,,,,
10.368,90.1035,6.608,16.454,95.968,200.268,7.92,336.456,,,,,,,
24.896,47.1515,14.94,17.597,10.368,194.488,14.592,338.784,,,,,,,
797.944,233.2815,4.928,15.074,933.536,425.688,89.856,137.268,,,,,,,
223.96,264.292,7.23,8.4265,42.976,270.712,13.872,31.56,,,,,,,
206.991,313.44775,323.1,87.5495,1439.976,606.714,8.76,31.77,,,,,,,
44.416,318.32775,29.99,91.312,350.98,691.867,10.776,30.816,,,,,,,
9.006,121.09325,883.84,311.04,13.08,461.753,242.352,68.94,,,,,,,
91.68,88.02325,40.784,319.4285,900.08,676.029,198.272,115.04,,,,,,,
34.272,44.8435,105.96,265.1435,1606.23,717.5925,74.45,131.4625,,,,,,,
155.456,72.6035,15.7,261.571,17.04,634.1075,15.552,132.6565,,,,,,,
43.176,81.146,227.36,97.451,49.53,643.22,4.89,73.291,,,,,,,
2934.33,791.8085,1919.976,567.249,872.32,636.28,196.45,72.8355,,,,,,,
647.84,945.2005,12.828,543.966,33.024,242.9785,79.14,74.008,,,,,,,
57.75,920.774,13.9,543.516,67.136,255.5025,20.736,75.304,,,,,,,
14.352,913.568,49.12,498.956,9.392,245.468,15.57,77.974,,,,,,,
6.24,181.5455,377.97,113.4545,9.328,29.72,16.52,32.9915,,,,,,,
193.0656,67.8519,42.28,120.8175,162.64,62.124,13.71,16.634,,,,,,,
31.84,61.3744,299.97,192.335,597,194.59,205.92,62.93,,,,,,,
19.3,62.6114,89.98,202.55,55.48,206.112,102.833,84.74575,,,,,,,
104.01,87.0539,257.64,172.4675,17.31,208.1075,477.24,199.92575,,,,,,,
3.984,39.7835,125.976,193.3915,1.941,167.93275,25.98,202.99325,,,,,,,
119.833,61.78175,27.168,125.191,7.312,20.51075,26.046,158.02475,,,,,,,
627.168,213.74875,8.226,104.7525,122.12,37.17075,2.896,133.0405,,,,,,,
170.058,230.26075,5.56,41.7325,18.45,37.45575,32.544,21.8665,,,,,,,
549.99,366.76225,323.37,91.081,324.9,118.1955,40.74,25.5565,,,,,,,
210.392,389.402,783.96,280.279,146.73,153.05,12.03,22.0525,,,,,,,
32.4,240.71,1447.65,640.135,3.96,123.51,2549.985,658.82475,,,,,,,
31.05,205.958,11.96,641.735,511.84,246.8575,21.594,656.08725,,,,,,,
167.535,110.34425,32.192,568.9405,91.96,188.6225,8.964,648.14325,,,,,,,
5.18,59.04125,50.12,385.4805,8.34,154.025,20.736,650.31975,,,,,,,
15.56,54.83125,47.976,35.562,159.88,193.005,60.312,27.9015,,,,,,,
78.35,66.65625,60.984,47.818,30.48,72.665,28.14,29.538,,,,,,,
59.52,39.6525,195.466,88.6365,23.988,55.672,7.38,29.142,,,,,,,
38.52,47.9875,601.536,226.4905,16.688,57.759,10.9,26.683,,,,,,,
239.984,104.0935,7.9,216.4715,422.058,123.3035,274.89,80.3275,,,,,,,
19.35,89.3435,7.88,203.1955,38.088,125.2055,23.04,79.0525,,,,,,,
26.046,80.975,12.84,157.539,254.352,182.7965,218.352,131.7955,,,,,,,
74.352,89.933,25.68,13.575,14.16,182.1645,195.136,177.8545,,,,,,,
3.648,30.849,47.516,23.479,22.608,82.302,44.4,120.232,,,,,,,
31.104,33.7875,9.42,23.864,21.48,78.15,51.968,127.464,,,,,,,
95.968,51.268,12.96,23.894,8.808,16.764,51.336,85.71,,,,,,,
853.93,246.1625,704.9,193.699,79.384,33.07,332.704,120.102,,,,,,,
15.936,249.2345,561.568,322.212,34.58,36.063,42.408,119.604,,,,,,,
601.536,391.8425,179.82,364.812,191.976,78.687,317.058,185.8765,,,,,,,
2.88,368.5705,185.58,407.967,8.288,78.557,15.76,176.9825,,,,,,,
4.272,156.156,214.11,285.2695,139.92,93.691,14.56,97.4465,,,,,,,
62.24,167.732,999.96,394.8675,15.872,89.014,146.86,123.5595,,,,,,,
447.84,129.308,653.55,513.3,6.286,42.5915,36.56,53.435,,,,,,,
39.84,138.548,114.6,495.555,9.264,42.8355,848.544,261.631,,,,,,,
207.24,189.29,60.74,457.2125,45.68,19.2755,8.7,260.166,,,,,,,
41.904,184.206,124.36,238.3125,60.12,30.3375,122.382,254.0465,,,,,,,
9.408,74.598,1088.76,347.115,41.72,39.196,97.264,269.2225,,,,,,,
4.672,65.806,120.33,348.5475,71.6,54.78,2.694,57.76,,,,,,,
318.4,93.596,408.422,435.468,85.232,64.668,2.934,56.3185,,,,,,,
12.768,86.312,479.984,524.374,44.4,60.738,11.54,28.608,,,,,,,
15.36,87.8,12.6,255.334,442.764,160.999,162.6,44.942,,,,,,,
230.376,144.226,387.136,322.0355,3999.95,1143.0865,908.82,271.4735,,,,,,,
23.92,70.606,135.72,253.86,199.95,1171.766,47.976,282.734,,,,,,,
38.34,76.999,12.56,137.004,63.68,1176.586,20.736,285.033,,,,,,,
20.736,78.343,263.96,199.844,29,1073.145,18.28,248.953,,,,,,,
14.304,24.325,3.882,104.0305,60.81,88.36,254.352,85.336,,,,,,,
733.95,201.8325,6.608,71.7525,153.552,76.7605,675.06,242.107,,,,,,,
241.44,252.6075,7.28,70.4325,65.34,77.1755,121.94,267.408,,,,,,,
281.904,317.8995,144.784,40.6385,123.92,100.9055,122.71,293.5155,,,,,,,
201.432,364.6815,19.936,44.652,35.1,94.478,155.34,268.7625,,,,,,,
135.98,215.189,45.92,54.48,44.75,67.2775,54.9,113.7225,,,,,,,
44.95,166.0665,244.006,113.6615,4.704,52.1185,11.76,86.1775,,,,,,,
5.56,96.9805,15.936,81.4495,67.56,38.0285,5.344,56.836,,,,,,,
32.4,54.7225,20.736,81.6495,167.292,71.0765,66.36,34.591,,,,,,,
22.96,26.4675,43.296,80.9935,72.294,77.9625,92.88,44.086,,,,,,,
28.99,22.4775,19,24.742,330.588,159.4335,24.14,47.181,,,,,,,
12.96,24.3275,344.22,106.813,44.4,153.6435,387.136,142.629,,,,,,,
22.96,21.9675,5.04,102.889,1016.792,366.0185,45.408,137.391,,,,,,,
4164.05,1057.24,92.94,115.3,38.136,357.479,77.952,133.659,,,,,,,
177.2,1094.2925,66.69,127.2225,494.982,398.5775,3,128.374,,,,,,,
4.624,1092.2085,91.68,64.0875,143.7,423.4025,18.688,36.262,,,,,,,
85.98,1107.9635,52.272,75.8955,437.85,278.667,11.664,27.826,,,,,,,
63.924,82.932,17.94,57.1455,109.48,296.503,99.28,33.158,,,,,,,
11.91,41.6095,194.32,89.053,499.98,297.7525,1.188,32.705,,,,,,,
1228.465,347.56975,25.99,72.6305,5.28,263.1475,7.518,29.9125,,,,,,,
299.98,401.06975,53.7,72.9875,8.26,155.75,113.568,55.3885,,,,,,,
50.997,397.838,36.26,77.5675,48.16,140.42,1.81,31.021,,,,,,,
76.792,414.0585,56.3,43.0625,14.352,19.013,552,168.724,,,,,,,
539.964,241.93325,32.4,44.665,316,96.693,69.98,184.3395,,,,,,,
197.97,216.43075,29.16,38.53,141.372,129.971,10.43,158.555,,,,,,,
1.944,204.1675,1022.97,285.2075,41.96,128.421,72.784,176.2985,,,,,,,
12.984,188.2155,2799.96,971.1225,41.7,135.258,13.904,41.7745,,,,,,,
217.584,107.6205,83.97,984.015,41.86,66.723,42.048,34.7915,,,,,,,
328.776,140.322,104.97,1002.9675,490.32,153.96,67.92,49.164,,,,,,,
2.286,140.4075,120.666,777.3915,70.08,160.99,8.896,33.192,,,,,,,
14.4,140.7615,31.68,85.3215,1.272,150.883,19.05,34.4785,,,,,,,
854.94,300.1005,10.368,66.921,557.585,279.81425,73.344,42.3025,,,,,,,
81.98,238.4015,12.032,43.6865,127.88,189.20425,107.97,52.315,,,,,,,
43.512,248.708,5.768,14.962,160.32,211.76425,344.981,136.33625,,,,,,,
124.11,276.1355,1123.92,288.022,46,222.94625,1.988,132.07075,,,,,,,
25.92,68.8805,249.584,347.826,532.704,216.726,20.34,118.81975,,,,,,,
896.99,272.633,48.672,356.986,4.912,185.984,39.28,101.64725,,,,,,,
1.234,262.0635,60.768,370.736,60.288,160.976,33.12,23.682,,,,,,,
67.56,247.926,78.6,109.406,2.632,150.134,220.2656,78.2514,,,,,,,
21.72,246.876,3.768,47.952,23.688,22.88,123.92,104.1464,,,,,,,
