Sales 2016,Quantity 2016,Discount 2016,Profit 2016,Sales 2017,Quantity 2017,Discount 2017,Profit 2017,Sales 2018,Quantity 2018,Discount 2018,Profit 2018,Sales 2019,Quantity 2019,Discount 2019,Profit 2019,,,,,,,
57.75,5,0,26.565,13.9,5,0,5.56,67.136,4,0.2,23.4976,20.736,4,0.2,7.2576,,,,,,,
14.352,3,0.2,4.485,49.12,4,0,23.0864,9.392,2,0.2,3.2872,15.57,3,0.7,-11.937,,,,,,,
6.24,3,0,2.6208,377.97,3,0,94.4925,9.328,1,0.2,0.8162,16.52,5,0.2,2.065,,,,,,,
193.0656,4,0.32,-19.8744,42.28,7,0,19.8716,162.64,2,0,45.5392,13.71,5,0.7,-10.054,,,,,,,
31.84,8,0,10.5072,299.97,3,0,56.9943,597,3,0,280.59,205.92,4,0,2.0592,,,,,,,
19.3,2,0,5.79,89.98,2,0,43.1904,55.48,1,0,26.6304,102.833,1,0.15,-6.049,,,,,,,
104.01,1,0,14.5614,257.64,6,0,100.4796,17.31,3,0,5.193,477.24,4,0,9.5448,,,,,,,
3.984,1,0.2,0.6474,125.976,3,0.2,47.241,1.941,1,0.7,-1.294,25.98,2,0,1.5588,,,,,,,
119.833,1,0.15,7.049,27.168,4,0.2,-1.3584,7.312,2,0.2,2.5592,26.046,3,0.8,-44.2782,,,,,,,
627.168,4,0.2,70.5564,8.226,3,0.7,-6.0324,122.12,4,0,56.1752,2.896,1,0.8,-4.7784,,,,,,,
170.058,3,0.3,-4.8588,5.56,2,0,2.224,18.45,5,0,8.6715,32.544,2,0.2,-7.7292,,,,,,,
549.99,1,0,274.995,323.37,3,0,129.348,324.9,5,0,38.988,40.74,3,0,12.222,,,,,,,
210.392,2,0.8,-336.6272,783.96,5,0.2,68.5965,146.73,3,0,68.9631,12.03,5,0.7,-9.223,,,,,,,
32.4,5,0,10.368,1447.65,5,0,419.8185,3.96,2,0,1.4652,2549.985,5,0.7,-3399.98,,,,,,,
31.05,3,0,14.904,11.96,2,0,5.8604,511.84,8,0,240.5648,21.594,2,0.7,-15.8356,,,,,,,
167.535,3,0.1,37.23,32.192,2,0.8,-80.48,91.96,4,0,25.7488,8.964,6,0.7,-6.5736,,,,,,,
5.18,5,0.8,-8.029,50.12,7,0.2,-0.6265,8.34,3,0,2.1684,20.736,4,0.2,7.2576,,,,,,,
15.56,2,0,7.3132,47.976,3,0.2,1.7991,159.88,7,0,73.5448,60.312,3,0.2,5.2773,,,,,,,
78.35,5,0,36.8245,60.984,7,0.2,4.5738,30.48,6,0.2,9.906,28.14,3,0,13.5072,,,,,,,
59.52,3,0,15.4752,195.466,2,0.15,-13.7976,23.988,2,0.4,-4.7976,7.38,2,0,3.4686,,,,,,,
38.52,9,0,17.334,601.536,4,0.2,0,16.688,7,0.2,5.4236,10.9,5,0,3.597,,,,,,,
239.984,2,0.2,23.9984,7.9,2,0,2.528,422.058,3,0.3,-18.0882,274.89,11,0,46.7313,,,,,,,
19.35,3,0,9.4815,7.88,1,0.2,1.773,38.088,4,0.7,-27.9312,23.04,8,0,11.2896,,,,,,,
26.046,3,0.8,-44.2782,12.84,3,0,5.778,254.352,6,0.2,-50.8704,218.352,3,0.2,-19.1058,,,,,,,
74.352,3,0.2,26.9526,25.68,6,0,11.556,14.16,2,0.2,5.133,195.136,4,0.2,-43.9056,,,,,,,
3.648,3,0.8,-6.0192,47.516,2,0.3,-2.0364,22.608,3,0.6,-10.1736,44.4,2,0.6,-52.17,,,,,,,
31.104,6,0.2,10.8864,9.42,2,0,0.471,21.48,6,0,10.74,51.968,2,0.2,10.3936,,,,,,,
95.968,4,0.2,9.5968,12.96,2,0,6.2208,8.808,3,0.8,-14.9736,51.336,3,0.2,5.7753,,,,,,,
853.93,5,0.3,0,704.9,5,0,56.392,79.384,1,0.2,29.769,332.704,1,0.2,33.2704,,,,,,,
15.936,4,0.2,5.7768,561.568,2,0.2,28.0784,34.58,1,0,10.0282,42.408,3,0.2,9.5418,,,,,,,
601.536,8,0.2,60.1536,179.82,9,0,84.5154,191.976,3,0.2,23.997,317.058,3,0.3,-18.1176,,,,,,,
2.88,1,0,1.4112,185.58,6,0,76.0878,8.288,2,0.2,3.0044,15.76,2,0.2,3.546,,,,,,,
4.272,2,0.2,0.9612,214.11,3,0,36.3987,139.92,5,0.6,-150.414,14.56,5,0.6,-6.188,,,,,,,
62.24,8,0,28.008,999.96,4,0,229.9908,15.872,1,0.2,1.1904,146.86,7,0,70.4928,,,,,,,
447.84,5,0.2,11.196,653.55,3,0,111.1035,6.286,7,0.8,-11.0005,36.56,4,0,18.28,,,,,,,
39.84,8,0,18.3264,114.6,5,0,51.57,9.264,3,0.8,-13.896,848.544,4,0.2,-21.2136,,,,,,,
207.24,11,0,58.0272,60.74,1,0,15.185,45.68,2,0,21.0128,8.7,5,0.7,-6.38,,,,,,,
41.904,6,0.2,14.1426,124.36,2,0,27.3592,60.12,9,0,28.8576,122.382,3,0.4,-24.4764,,,,,,,
9.408,2,0.2,3.4104,1088.76,6,0,315.7404,41.72,5,0.2,13.0375,97.264,4,0.8,-243.16,,,,,,,
4.672,2,0.2,1.46,120.33,1,0,31.2858,71.6,8,0,32.936,2.694,3,0.8,-4.7145,,,,,,,
318.4,2,0.2,107.46,408.422,2,0.3,-5.8346,85.232,7,0.2,30.8966,2.934,3,0.8,-4.9878,,,,,,,
12.768,6,0.2,4.6284,479.984,2,0.2,59.998,44.4,3,0,22.2,11.54,1,0,3.462,,,,,,,
15.36,2,0.2,-3.264,12.6,4,0,6.048,442.764,4,0.1,59.0352,162.6,3,0,34.146,,,,,,,
230.376,3,0.2,20.1579,387.136,4,0.2,24.196,3999.95,5,0,1159.9855,908.82,9,0,227.205,,,,,,,
23.92,4,0,4.0664,135.72,3,0,35.2872,199.95,5,0,21.9945,47.976,3,0.2,8.3958,,,,,,,
38.34,3,0,17.253,12.56,2,0,5.652,63.68,8,0,28.0192,20.736,4,0.2,7.2576,,,,,,,
20.736,4,0.2,7.2576,263.96,4,0,71.2692,29,2,0,7.25,18.28,2,0,6.2152,,,,,,,
14.304,6,0.2,4.6488,3.882,3,0.8,-5.823,60.81,3,0,17.0268,254.352,3,0.2,0,,,,,,,
733.95,7,0,352.296,6.608,2,0.2,2.2302,153.552,3,0.2,51.8238,675.06,3,0,87.7578,,,,,,,
241.44,3,0,72.432,7.28,2,0.2,2.73,65.34,3,0,22.869,121.94,2,0,35.3626,,,,,,,
281.904,2,0.2,10.5714,144.784,1,0.2,10.8588,123.92,4,0,55.764,122.71,7,0,36.813,,,,,,,
201.432,3,0.2,67.9833,19.936,4,0.2,7.2268,35.1,3,0,12.285,155.34,6,0,55.9224,,,,,,,
135.98,2,0,33.995,45.92,4,0,21.5824,44.75,5,0,8.5025,54.9,5,0,15.372,,,,,,,
44.95,1,0,12.586,244.006,2,0.3,-31.3722,4.704,2,0.2,0.4116,11.76,5,0.7,-7.84,,,,,,,
5.56,2,0,2.224,15.936,4,0.2,5.3784,67.56,3,0.2,8.445,5.344,1,0.2,1.8704,,,,,,,
32.4,5,0,15.552,20.736,4,0.2,7.2576,167.292,6,0.1,29.7408,66.36,7,0,26.544,,,,,,,
22.96,7,0,7.5768,43.296,2,0.2,4.3296,72.294,1,0.7,-98.8018,92.88,6,0.2,30.186,,,,,,,
28.99,1,0,8.4071,19,5,0,8.93,330.588,1,0.4,-115.7058,24.14,2,0,7.9662,,,,,,,
12.96,2,0,6.3504,344.22,2,0.4,-103.266,44.4,5,0,12.432,387.136,4,0.2,-14.5176,,,,,,,
22.96,7,0,6.6584,5.04,3,0,0.2016,1016.792,1,0.2,381.297,45.408,2,0.2,11.9196,,,,,,,
4164.05,5,0,83.281,92.94,3,0,41.823,38.136,7,0.2,13.3476,77.952,3,0.2,-11.6928,,,,,,,
177.2,5,0,83.284,66.69,3,0,22.0077,494.982,3,0.4,-115.4958,3,1,0.2,1.05,,,,,,,
4.624,1,0.2,1.6762,91.68,5,0.2,28.65,143.7,3,0,68.976,18.688,2,0.2,7.008,,,,,,,
85.98,1,0,22.3548,52.272,11,0.2,17.6418,437.85,3,0,131.355,11.664,3,0.2,3.3534,,,,,,,
63.924,7,0.7,-46.8776,17.94,3,0,8.073,109.48,2,0,33.9388,99.28,2,0.2,12.41,,,,,,,
11.91,3,0,0.1191,194.32,4,0,31.0912,499.98,2,0,114.9954,1.188,2,0.7,-0.99,,,,,,,
1228.465,5,0.3,0,25.99,1,0,7.5371,5.28,1,0,2.376,7.518,2,0.7,-5.7638,,,,,,,
299.98,2,0,83.9944,53.7,6,0,10.203,8.26,2,0,3.8822,113.568,2,0.2,-21.294,,,,,,,
50.997,1,0.7,-40.7976,36.26,7,0,16.6796,48.16,7,0,22.1536,1.81,1,0,0.6516,,,,,,,
76.792,1,0.2,-16.3183,56.3,2,0,15.764,14.352,3,0.2,5.2026,552,10,0.2,34.5,,,,,,,
539.964,6,0.4,-107.9928,32.4,5,0,15.552,316,4,0,31.6,69.98,2,0,4.8986,,,,,,,
197.97,3,0,57.4113,29.16,2,0,10.7892,141.372,2,0.3,-14.1372,10.43,5,0.8,-18.2525,,,,,,,
1.944,3,0.7,-1.4256,1022.97,5,0.4,-255.7425,41.96,2,0,2.9372,72.784,1,0.2,-18.196,,,,,,,
12.984,3,0.2,4.7067,2799.96,5,0.2,874.9875,41.7,5,0,20.85,13.904,2,0.2,4.5188,,,,,,,
217.584,2,0.2,19.0386,83.97,3,0,23.5116,41.86,7,0,10.465,42.048,9,0.2,5.256,,,,,,,
328.776,3,0.2,28.7679,104.97,3,0,7.3479,490.32,9,0,137.2896,67.92,5,0.2,6.792,,,,,,,
2.286,3,0.8,-3.6576,120.666,2,0.15,18.4548,70.08,5,0.2,24.528,8.896,4,0.2,0.6672,,,,,,,
14.4,5,0,7.056,31.68,4,0.2,2.772,1.272,2,0.8,-2.1624,19.05,3,0,8.763,,,,,,,
854.94,3,0,213.735,10.368,2,0.2,3.6288,557.585,5,0.3,0,73.344,3,0.2,27.504,,,,,,,
81.98,2,0,40.1702,12.032,8,0.2,2.256,127.88,2,0,40.9216,107.97,3,0,22.6737,,,,,,,
43.512,7,0.2,3.8073,5.768,2,0.8,-13.5548,160.32,2,0,44.8896,344.981,7,0.15,28.4102,,,,,,,
124.11,9,0,52.1262,1123.92,5,0.2,-182.637,46,4,0,20.7,1.988,1,0.6,-1.4413,,,,,,,
25.92,5,0.2,9.072,249.584,2,0.2,31.198,532.704,6,0.2,-26.6352,20.34,3,0,9.3564,,,,,,,
896.99,5,0.8,-1480.0335,48.672,3,0.2,7.3008,4.912,2,0.2,0.307,39.28,8,0,19.2472,,,,,,,
1.234,1,0.8,-1.9744,60.768,2,0.2,7.596,60.288,8,0.6,-27.1296,33.12,4,0.2,11.592,,,,,,,
67.56,3,0.2,6.756,78.6,5,0.7,-62.88,2.632,1,0.2,0.8225,220.2656,4,0.32,-42.1096,,,,,,,
21.72,5,0.2,7.8735,3.768,2,0.7,-3.14,23.688,9,0.2,7.6986,123.92,4,0,33.4584,,,,,,,
262.336,8,0.2,95.0968,1036.624,2,0.2,51.8312,253.372,2,0.3,-14.4784,12.39,3,0,5.6994,,,,,,,
148.48,2,0.2,16.704,563.808,4,0.2,21.1428,7.216,2,0.2,1.7138,47.3,2,0,12.298,,,,,,,
241.176,3,0.2,15.0735,206.43,3,0,90.8292,49.568,2,0.2,15.49,139.58,7,0,39.0824,,,,,,,
575.968,4,0.2,43.1976,2025.36,6,0.2,607.608,54.712,7,0.2,11.6263,8.384,1,0.2,0.7336,,,,,,,
83.984,2,0.2,31.494,1799.994,2,0.7,-2639.9912,39.68,2,0,10.3168,6.848,2,0.2,0.7704,,,,,,,
10.368,2,0.2,3.6288,101.988,2,0.4,-16.998,956.6648,7,0.32,-225.0976,28.08,3,0.2,5.265,,,,,,,
49.12,4,0,23.0864,262.864,7,0.2,69.0018,754.45,5,0,60.356,751.984,2,0.2,84.5982,,,,,,,
18.28,5,0.2,6.398,284.364,2,0.4,-75.8304,2396.4,10,0.2,179.73,1048.35,5,0.4,-69.89,,,,,,,
164.85,3,0,47.8065,26,2,0,11.7,230.376,3,0.2,-48.9549,4.91,1,0,2.4059,,,,,,,
7.712,2,0.2,2.7956,12.672,3,0.2,-3.168,9.664,2,0.2,3.2616,62.96,4,0,28.332,,,,,,,
249.75,9,0,44.955,3.366,3,0.7,-2.244,1.344,4,0.8,-2.1504,677.58,5,0.4,-158.102,,,,,,,
255.936,8,0.2,28.7928,94.85,5,0,45.528,8.272,4,0.8,-13.6488,13.896,3,0.7,-9.264,,,,,,,
178.384,2,0.2,22.298,51.12,4,0,23.004,12.544,7,0.6,-9.0944,4.608,2,0.2,1.6704,,,,,,,
15.552,3,0.2,5.4432,90,1,0,32.4,345,5,0,86.25,15.528,3,0.2,4.8525,,,,,,,
6.928,1,0.8,-11.0848,4.608,2,0.2,1.6704,174.286,2,0.3,-19.9184,11.952,3,0.2,3.8844,,,,,,,
36.99,1,0,9.9873,7.92,8,0,3.4848,662.84,4,0,172.3384,23.68,8,0.2,6.216,,,,,,,
629.1,6,0,301.968,203.92,5,0.2,22.941,95.1,5,0,30.432,2.376,3,0.2,0.7425,,,,,,,
193.95,3,0,9.6975,494.376,3,0.2,49.4376,26.88,6,0,12.9024,10.368,2,0.2,3.6288,,,,,,,
5.46,3,0,1.4742,29.2,5,0.2,9.855,257.98,2,0,74.8142,5.76,2,0,2.8224,,,,,,,
11.264,4,0.2,3.8016,248.85,5,0,27.3735,492.835,5,0.3,-14.081,43.372,7,0.8,-69.3952,,,,,,,
23.84,4,0.2,3.278,36.24,1,0,15.2208,29.12,5,0.2,9.828,163.96,4,0,80.3404,,,,,,,
7.488,8,0.7,-5.2416,19.194,7,0.7,-12.796,14.272,8,0.2,4.2816,64.96,2,0,21.4368,,,,,,,
698.352,3,0.2,-17.4588,121.792,4,0.2,13.7016,451.136,4,0.2,-67.6704,30.56,4,0,14.9744,,,,,,,
108.92,14,0,49.014,25.344,6,0.2,8.8704,64.864,4,0.2,6.4864,9.78,2,0,4.0098,,,,,,,
56.65,5,0,24.3595,181.35,9,0,48.9645,217.584,2,0.2,-29.9178,23.24,5,0.2,7.553,,,,,,,
14.97,1,0,4.1916,8.64,3,0,4.2336,82.95,5,0,29.0325,4.842,3,0.7,-3.5508,,,,,,,
4.02,2,0,1.9698,68.94,3,0,20.682,87.71,7,0,41.2237,220.704,6,0.2,-8.2764,,,,,,,
471.92,2,0.2,29.495,128.82,3,0,50.2398,1101.48,4,0,429.5772,48.9,5,0,18.093,,,,,,,
123.136,4,0.2,13.8528,50.8,5,0,13.208,300.93,5,0.3,-34.392,3.328,2,0.2,0.416,,,,,,,
512.358,3,0.3,-14.6388,30.44,4,0,14.3068,719.96,5,0.2,53.997,933.262,4,0.45,-458.1468,,,,,,,
20.88,8,0,9.6048,35.28,3,0,11.9952,9.584,1,0.2,3.3544,2803.92,5,0.2,0,,,,,,,
35.856,9,0.2,12.9978,19.44,3,0,9.3312,7.38,2,0,3.4686,314.352,3,0.2,-15.7176,,,,,,,
3.488,2,0.2,0.5668,37.88,2,0,18.94,1117.92,4,0,55.896,4.608,2,0.2,1.4976,,,,,,,
201.584,2,0.2,20.1584,141.96,2,0,41.1684,95.968,4,0.2,1.1996,129.93,3,0,12.993,,,,,,,
3.392,4,0.8,-5.088,66.048,4,0.2,23.1168,47.992,2,0.3,-2.0568,159.56,4,0,59.0372,,,,,,,
22.288,7,0.2,3.9004,28.44,3,0,11.376,20.16,7,0,9.8784,15.7,5,0,7.065,,,,,,,
15.552,3,0.2,5.4432,364.41,5,0.1,8.098,29.46,6,0,14.4354,59.52,3,0,15.4752,,,,,,,
11.648,2,0.2,4.0768,39.96,4,0,10.3896,868.59,3,0,251.8911,34.4,5,0,15.824,,,,,,,
418.8,2,0.4,-97.72,361.764,2,0.1,68.3332,12.96,2,0,6.2208,69.52,2,0,19.4656,,,,,,,
509.488,7,0.2,-127.372,17.94,3,0,8.7906,5.5,1,0,1.375,763.44,8,0,45.8064,,,,,,,
287.968,4,0.2,97.1892,384.174,7,0.1,29.8802,121.6,4,0,55.936,25.92,4,0,12.4416,,,,,,,
13.12,4,0,3.8048,1799.75,5,0,539.925,111.888,7,0.2,22.3776,22.96,7,0,6.6584,,,,,,,
10.75,5,0,3.5475,22.288,7,0.6,-8.9152,173.94,3,0,13.9152,32.448,2,0.2,7.3008,,,,,,,
11.62,2,0,3.6022,77.88,2,0,3.894,14.76,4,0,6.9372,26.388,4,0.7,-17.592,,,,,,,
83.25,3,0,14.985,43.56,5,0.2,3.267,25.92,4,0,12.4416,373.47,5,0.4,-112.041,,,,,,,
9.45,3,0,4.536,5.84,2,0.2,0.73,705.544,7,0.2,70.5544,64.2,5,0.7,-44.94,,,,,,,
20.65,5,0,9.499,271.764,2,0.1,60.392,51.712,8,0.6,-32.32,8,2,0.2,2.8,,,,,,,
45.36,7,0,21.7728,15.24,4,0,6.858,1399.944,7,0.2,52.4979,183.96,5,0.2,20.6955,,,,,,,
330.4,2,0,85.904,1408.1,10,0,394.268,5.98,1,0,1.0166,17.61,3,0,8.4528,,,,,,,
604.752,6,0.2,37.797,15.08,2,0.8,-22.62,246.168,3,0.2,21.5397,300.904,1,0.2,11.2839,,,,,,,
2.92,1,0.2,0.365,24.288,3,0.6,-12.7512,14.136,2,0.6,-7.7748,9.11,1,0,4.0995,,,,,,,
15.552,3,0.2,5.4432,4.304,1,0.2,1.5602,601.47,3,0.5,-300.735,571.44,4,0,165.7176,,,,,,,
16.032,3,0.2,5.6112,29.9,5,0,5.083,14.94,3,0,7.0218,32.4,5,0,15.552,,,,,,,
351.216,3,0.2,4.3902,58.72,4,0,27.0112,1349.85,3,0,364.4595,16.91,1,0,4.5657,,,,,,,
135.516,1,0.4,-31.6204,5.16,3,0.2,0.8385,136.784,1,0.2,5.1294,2.313,1,0.7,-1.9275,,,,,,,
12.448,2,0.2,3.89,286.79,7,0,74.5654,61.12,4,0,20.7808,2.202,2,0.7,-1.5414,,,,,,,
29.932,7,0.8,-46.3946,61.96,2,0,16.1096,16.99,1,0,4.9271,9.396,3,0.7,-7.5168,,,,,,,
139.44,3,0.2,47.061,361.96,2,0,83.2508,41.568,2,0.2,2.598,243.16,2,0,72.948,,,,,,,
6.912,3,0.2,2.5056,278.82,9,0,125.469,186.048,6,0.2,67.4424,23.16,2,0,11.58,,,,,,,
27.096,3,0.2,2.0322,47.952,3,0.2,16.1838,36.792,1,0.2,4.1391,21.24,9,0.2,7.434,,,,,,,
177.568,2,0.2,-37.7332,408.422,2,0.3,-5.8346,18.624,8,0.2,6.2856,9.552,8,0.7,-7.3232,,,,,,,
38.272,4,0.2,3.8272,382.116,6,0.3,-92.7996,424.9575,5,0.15,19.998,89.991,3,0.7,-152.9847,,,,,,,
7.16,2,0,3.4368,68.6,5,0.2,6.0025,10.86,3,0,5.1042,34.5,3,0,15.525,,,,,,,
1091.168,4,0.2,68.198,435.504,3,0.2,48.9942,3.984,1,0.2,1.2948,6.68,1,0,3.2064,,,,,,,
487.984,2,0.2,152.495,11.168,2,0.2,3.7692,370.62,3,0.4,-142.071,6.408,3,0.2,0.6408,,,,,,,
47.3,2,0,12.298,796.425,7,0.5,-525.6405,2.742,2,0.7,-2.0108,408.744,7,0.2,76.6395,,,,,,,
4.13,1,0,1.1564,12.832,2,0.2,4.3308,79.512,3,0.2,20.8719,59.2,4,0,29.6,,,,,,,
155.12,5,0.2,50.414,87.168,3,0.2,10.896,28.352,1,0.2,9.5688,54.66,6,0,18.0378,,,,,,,
55.92,5,0.2,6.291,14.496,3,0.2,4.8924,95.952,3,0.2,29.985,11.06,10,0.8,-18.802,,,,,,,
31.984,2,0.2,1.1994,3.9,2,0,1.521,3.204,2,0.7,-2.4564,623.4648,7,0.32,-119.1918,,,,,,,
27.888,7,0.2,9.0636,801.96,2,0,200.49,3.98,5,0.8,-6.567,772.68,5,0.2,-57.951,,,,,,,
6.456,4,0.7,-4.5192,191.96,2,0,32.6332,15.48,3,0.2,5.6115,68.541,11,0.7,-52.5481,,,,,,,
52.68,3,0.2,19.755,2.61,1,0,1.2006,108.576,3,0.2,8.1432,627.168,4,0.2,70.5564,,,,,,,
13.88,5,0.2,-2.6025,16.448,2,0.2,5.5512,109.9,5,0,37.366,122.12,5,0.2,39.689,,,,,,,
13.494,1,0.4,-2.249,36.784,2,0.2,10.5754,30.352,2,0.2,10.6232,152.94,3,0,41.2938,,,,,,,
11.52,5,0.2,3.744,2.946,2,0.7,-2.0622,81.2,5,0,12.18,84.416,4,0.2,27.4352,,,,,,,
10.368,2,0.2,3.6288,55.104,6,0.2,18.5976,46.72,5,0.2,17.52,191.968,4,0.2,28.7952,,,,,,,
39.072,3,0.2,2.9304,8.688,3,0.2,2.9322,239.97,3,0,71.991,1458.65,5,0,423.0085,,,,,,,
79.4,5,0.2,5.955,30.88,4,0.2,3.86,76.92,4,0,31.5372,26.64,1,0,7.4592,,,,,,,
23.988,2,0.4,-13.993,6.408,3,0.2,1.4418,481.32,4,0,125.1432,476.8,2,0,119.2,,,,,,,
34.176,3,0.8,-87.1488,44.46,2,0,14.6718,54.5,5,0,14.17,87.444,2,0.1,18.4604,,,,,,,
41.584,2,0.2,4.6782,15.8,4,0,5.056,49.44,3,0,24.2256,79.99,1,0,28.7964,,,,,,,
45.68,2,0,21.0128,464.97,3,0,209.2365,154.44,3,0,1.5444,419.944,7,0.2,52.493,,,,,,,
39.48,1,0,11.0544,181.96,2,0,20.0156,257.98,2,0,74.8142,47.992,2,0.3,-2.0568,,,,,,,
551.985,5,0.7,-459.9875,12.39,3,0,5.6994,23.988,2,0.4,-15.992,3359.952,6,0.2,1049.985,,,,,,,
11.85,3,0,3.792,84.09,3,0,42.045,23.976,4,0.4,-15.5844,128.058,3,0.3,-23.7822,,,,,,,
17.94,3,0,4.485,79.36,4,0,32.5376,783.96,5,0.2,78.396,81.08,4,0,22.7024,,,,,,,
1.984,2,0.2,0.6696,153.36,9,0,70.5456,6.72,5,0.2,2.352,41.472,8,0.2,14.5152,,,,,,,
2.97,3,0,1.3068,43.68,6,0,21.4032,298.776,3,0.2,7.4694,65.232,3,0.2,22.0158,,,,,,,
6.912,3,0.2,2.3328,98.21,7,0,28.4809,302.376,3,0.2,22.6782,207,3,0.2,25.875,,,,,,,
219.168,2,0.2,-43.8336,59.994,2,0.7,-45.9954,108.336,6,0.2,37.9176,147.92,5,0.2,46.225,,,,,,,
10.368,2,0.2,3.6288,439.992,1,0.2,164.997,55.92,5,0.2,6.291,104.28,3,0,26.07,,,,,,,
2060.744,7,0.2,643.9825,87.96,5,0.2,30.786,78.304,2,0.2,29.364,286.85,1,0,63.107,,,,,,,
273.96,2,0,10.9584,15.488,4,0.2,3.6784,695.7,2,0.5,-27.828,66.96,4,0,2.6784,,,,,,,
6.54,3,0,2.6814,141.96,2,0,22.7136,845.488,8,0.3,-12.0784,199.98,2,0,87.9912,,,,,,,
272.94,3,0,30.0234,24.78,6,0,6.9384,7.434,6,0.7,-5.6994,37.44,6,0,16.848,,,,,,,
259.136,4,0.2,-25.9136,19.14,3,0,8.8044,64.784,1,0.2,-12.9568,37.59,3,0,17.6673,,,,,,,
14.73,3,0,4.8609,899.97,3,0,314.9895,14.98,1,0,6.8908,26.032,2,0.2,9.4366,,,,,,,
107.44,10,0.2,10.744,32.4,5,0,15.552,20.32,4,0,6.9088,5.248,2,0.2,0.5904,,,,,,,
1049.97,5,0.4,-209.994,41.96,2,0,7.9724,1603.136,4,0.2,100.196,74.416,2,0.2,-14.8832,,,,,,,
13.904,2,0.2,4.5188,636.86,7,0,0,225.296,2,0.2,22.5296,6.848,2,0.2,2.14,,,,,,,
2.368,2,0.2,0.8288,499.99,1,0,129.9974,14.72,5,0.2,-3.312,7.996,1,0.6,-6.9965,,,,,,,
19.008,3,0.2,6.8904,1259.93,7,0,327.5818,38.976,3,0.2,-2.436,209.979,7,0.7,-356.9643,,,,,,,
359.98,2,0,93.5948,65.08,4,0,31.8892,153.568,2,0.2,-5.7588,43.92,3,0,12.7368,,,,,,,
20.88,2,0,9.6048,11.68,2,0,5.4896,1013.488,7,0.2,76.0116,127.92,5,0.2,-15.99,,,,,,,
3.81,1,0,1.8288,16.9,2,0,5.07,52.34,2,0,24.5998,34.24,4,0.8,-53.072,,,,,,,
5.98,1,0,2.691,24.4,2,0,10.248,4.66,2,0,1.3514,87.6,5,0,42.048,,,,,,,
70.56,1,0.3,-4.032,119.96,5,0.2,11.996,254.97,3,0,91.7892,10.272,3,0.2,1.1556,,,,,,,
7.184,2,0.2,2.245,665.88,6,0,106.5408,25.44,6,0,12.72,238.62,2,0,4.7724,,,,,,,
6.28,2,0,0.0628,269.982,3,0.4,40.4973,27.93,3,0,8.0997,7.77,1,0,2.0979,,,,,,,
480.74,2,0,14.4222,4.419,3,0.7,-3.3879,6.96,4,0,2.2272,285.48,5,0.2,-10.7055,,,,,,,
6.096,2,0.2,2.2098,16.032,6,0.2,2.2044,17.456,2,0.2,5.8914,19.168,4,0.2,6.4692,,,,,,,
141.4,5,0,38.178,29.79,3,0,12.5118,307.92,5,0.2,-34.641,5.904,2,0.2,1.9926,,,,,,,
4.464,3,0.2,-0.9486,11.76,5,0.2,1.323,959.968,4,0.2,119.996,42.85,5,0,15.426,,,,,,,
40.176,3,0.2,14.5638,5.238,2,0.7,-4.0158,23.12,5,0.2,8.381,6.16,2,0,2.9568,,,,,,,
10.896,3,0.2,3.9498,4.662,3,0.7,-3.7296,37.464,7,0.2,12.1758,17,2,0,4.42,,,,,,,
9.345,5,0.7,-6.5415,523.92,5,0.2,-72.039,539.658,3,0.3,-7.7094,87.4,5,0,34.96,,,,,,,
49.632,4,0.2,3.7224,100.792,1,0.2,10.0792,15.8,5,0.2,2.37,58.48,8,0,27.4856,,,,,,,
52.096,4,0.2,3.9072,146.136,3,0.2,16.4403,14.368,2,0.2,3.9512,180.96,2,0,81.432,,,,,,,
342.864,3,0.2,38.5722,19.824,6,0.2,6.4428,70.448,7,0.2,12.3284,914.97,3,0,411.7365,,,,,,,
8.56,2,0,2.6536,801.96,2,0,200.49,156.792,1,0.2,13.7193,587.97,3,0,158.7519,,,,,,,
239.97,3,0,67.1916,59.97,3,0,0,431.976,3,0.2,26.9985,530.34,2,0,95.4612,,,,,,,
356.94,2,0,107.082,1056.86,7,0,306.4894,35.89,1,0,16.1505,14.94,3,0,7.3206,,,,,,,
9.98,5,0.8,-16.467,991.2,6,0,257.712,47.208,7,0.2,15.3426,299.52,9,0,149.76,,,,,,,
30.28,2,0,1.2112,879.984,2,0.2,329.994,248.08,7,0,116.5976,20.768,2,0.2,2.3364,,,,,,,
57.93,3,0,16.2204,12.96,9,0.2,4.536,189.7,5,0,89.159,458.43,5,0.3,-124.431,,,,,,,
41.94,2,0,15.0984,76.14,3,0,26.649,59.808,3,0.2,19.4376,18.28,2,0,6.2152,,,,,,,
137.24,5,0.2,46.3185,19.96,2,0,9.3812,38.29,7,0,16.4647,1399.93,7,0,601.9699,,,,,,,
17.248,2,0.2,6.0368,85.96,7,0,40.4012,39.99,1,0,11.5971,48.69,9,0,23.8581,,,,,,,
16.74,5,0.6,-14.229,85.3,2,0,14.501,24.96,4,0,6.24,539.97,3,0,134.9925,,,,,,,
79.36,4,0,23.808,151.96,5,0.6,-182.352,19.36,2,0,9.2928,22.58,2,0,5.8708,,,,,,,
7.872,3,0.2,0.8856,148.32,9,0,63.7776,1267.65,9,0,152.118,440.19,9,0,206.8893,,,,,,,
53.82,9,0,24.219,240.784,1,0.2,27.0882,12.99,1,0,0.7794,64.4,5,0,1.932,,,,,,,
