Sales 2016,Profit 2016,Sales 2017,Profit 2017,Sales 2018,Profit 2018,Sales 2019,Profit 2019,,z-Test: Two Sample for Means,,
99.592,2.4898,10.65,5.0055,19.44,9.3312,90.8,25.424,,,,
12.35,5.8045,247.8,34.692,124.608,-23.364,140.736,49.2576,,,,
96.256,31.2832,201.568,22.6764,7.56,2.646,214.95,88.1295,,,,
10.688,3.7408,359.058,-35.9058,85.224,7.4571,45.36,21.7728,,,,
1133.35,294.671,3.75,1.8,287.52,129.384,288.24,138.3552,,,,
13.36,4.9432,41.4,19.872,37.68,10.5504,1332.496,-299.8116,,,,
10.368,3.6288,29.79,12.5118,19.98,8.991,19.456,2.1888,,,,
6.24,0.546,675.96,84.495,20.58,5.5566,209.986,8.9994,,,,
58.112,7.264,1265.85,556.974,17.38,8.69,29.76,1.86,,,,
181.47,-320.597,523.25,141.2775,3.64,1.638,89.768,-2.5648,,,,
7.644,-5.8604,517.5,155.25,159.768,53.9217,959.984,335.9944,,,,
51.465,-39.4565,1247.64,349.3392,195.184,19.5184,15.552,5.6376,,,,
20.86,9.387,3149.93,1480.4671,27.93,8.0997,34.36,-7.3015,,,,
497.61,129.3786,209.7,100.656,172.5,51.75,30.88,15.44,,,,
5.34,1.4952,35.36,-3.094,179.97,44.9925,465.16,120.9416,,,,
3.15,1.512,3.168,-0.7128,258.696,64.674,27.12,12.4752,,,,
48.94,24.47,121.104,-100.92,431.928,64.7892,174.3,81.921,,,,
172.11,-94.6605,45.894,-9.1788,95.984,-4.1136,299.9,74.975,,,,
46.64,12.5928,1018.104,-373.3048,1088.792,-1850.9464,7.992,2.5974,,,,
60.416,6.0416,196.62,96.3438,544.008,40.8006,49.616,4.9616,,,,
308.499,-18.147,21.936,-10.4196,1.872,-1.4352,6.48,3.1104,,,,
75.6,-166.32,6.588,-10.2114,854.352,10.6794,46.51,1.8604,,,,
187.76,76.9816,63.96,19.8276,593.568,0,659.976,49.4982,,,,
779.796,-168.9558,14.46,7.0854,338.04,-33.804,445.44,-81.664,,,,
21.4,6.206,104.98,52.49,11.21,3.363,44.376,-7.396,,,,
489.23,41.934,106.96,31.0184,9.144,3.2004,51.264,7.6896,,,,
317.058,-18.1176,21.56,10.3488,14.07,6.8943,5.193,-3.462,,,,
15.78,0.6312,11.808,4.2804,41.86,10.465,159.984,43.9956,,,,
45.98,12.8744,1931.04,321.84,8.544,2.8836,54.224,3.389,,,,
14.52,4.7916,9.96,4.6812,579.136,21.7176,310.12,80.6312,,,,
49.632,4.9632,11.61,-9.288,113.79,20.4822,70.464,22.9008,,,,
4.368,0.3822,14.304,5.0064,78.15,34.386,19.68,6.888,,,,
76.14,26.649,159.984,11.9988,1.728,0.6048,140.67,54.8613,,,,
744.1,-95.67,255.968,51.1936,40.56,19.8744,17.456,5.8914,,,,
16.224,5.8812,359.058,-71.8116,182.94,3.6588,18.75,9,,,,
7.104,2.3976,434.352,43.4352,193.86,11.6316,119.7,31.122,,,,
398.352,-331.96,3.552,0.444,839.988,69.999,9.144,3.0861,,,,
121.792,13.7016,88.832,7.7728,47.952,13.7862,57.06,18.2592,,,,
401.59,-131.951,31.44,8.4888,37.425,-29.94,71.6,13.604,,,,
10.56,4.752,17.9,3.401,63.968,0,107.44,27.9344,,,,
3.38,1.2506,129.45,46.602,165.048,41.262,7.31,3.4357,,,,
79.47,22.2516,206.962,-32.5226,22,5.5,59.1,22.458,,,,
4.56,2.0064,360.712,130.7581,398.352,124.485,46.53,12.0978,,,,
59.92,27.5632,1718.4,150.36,8.72,3.5752,13.776,-22.0416,,,,
46.864,7.6154,41.568,-66.5088,27.882,-20.4468,10.272,3.21,,,,
5.104,-8.6768,411.332,-4.8392,540.048,-47.2542,4.608,1.6704,,,,
2.896,0.4706,28.752,9.7038,255.68,76.704,2.688,-7.392,,,,
149.97,52.4895,293.199,-20.6964,17.616,-14.0928,27.816,4.5201,,,,
275.97,11.0388,368.91,180.7659,69.9,18.873,82.524,-41.262,,,,
1394.95,362.687,14.7,6.615,41.85,10.881,182.994,-320.2395,,,,
281.372,-12.0588,6.58,3.0268,102.336,-12.792,23.832,6.5538,,,,
479.96,134.3888,122.94,59.0112,48.792,-126.8592,46.2,21.252,,,,
320.88,93.0552,134.97,64.7856,44.848,-67.272,537.544,47.0351,,,,
281.372,-12.0588,699.98,195.9944,10.368,3.6288,13.9,3.753,,,,
26.76,12.3096,139.95,26.5905,388.43,-88.784,19.4,9.312,,,,
15,7.2,170.136,-8.5068,14.352,5.2026,90.86,26.3494,,,,
161.61,42.0186,7.38,3.4686,63.992,-7.1991,28.91,13.2986,,,,
144.95,42.0355,9.26,3.0558,86.352,5.397,19.824,6.6906,,,,
29.68,11.5752,9.96,4.5816,278.4,80.736,657.504,-131.5008,,,,
56.4,3.384,38.88,18.6624,14.9,1.043,99.54,10.9494,,,,
4.224,0.4752,207,25.875,39.88,11.1664,199.96,85.9828,,,,
333.056,29.1424,40.096,13.5324,12.192,4.1148,14.624,5.1184,,,,
24.896,7.78,40.784,-30.588,20.82,7.4952,697.16,8.7145,,,,
135.99,36.7173,34.76,9.7328,13.216,4.4604,30.93,12.6813,,,,
11.34,5.2164,831.2,124.68,32.4,15.552,27.496,9.2799,,,,
80.3,20.878,26.4,11.88,114.95,2.299,381.36,106.7808,,,,
15.968,5.3892,106.75,49.105,572.76,166.1004,8.94,2.4138,,,,
64.74,30.4278,97.82,45.9754,286.38,83.0502,2.91,1.3677,,,,
19.296,6.03,141.4,38.178,419.944,52.493,265.93,63.8232,,,,
405.64,12.1692,137.62,60.5528,46.76,22.4448,238,38.08,,,,
22.336,7.8176,100.49,25.1225,17.712,6.4206,61.96,27.882,,,,
20.784,-3.6372,31.104,10.8864,21.78,5.6628,56.704,19.1376,,,,
12.39,3.717,78.256,-17.6076,161.94,9.7164,274.064,102.774,,,,
303.25,63.6825,29.34,14.67,161.568,-8.0784,277.4,133.152,,,,
23.68,8.88,383.607,63.9345,3.69,1.7343,5.78,2.8322,,,,
1487.04,148.704,563.4,67.608,122.12,56.1752,1805.88,523.7052,,,,
636.408,-15.9102,487.984,152.495,155.372,-13.3176,725.84,210.4936,,,,
83.168,9.3564,136.92,41.076,38.88,18.6624,10.896,3.9498,,,,
230.28,23.028,11.65,3.3785,183.84,62.5056,8.544,2.8836,,,,
15.552,5.4432,299.9,74.975,579.3,28.965,64.384,8.048,,,,
0.876,-1.4016,15.008,1.5008,11.34,5.5566,8.856,2.8782,,,,
99.99,37.9962,14.73,4.8609,37.05,16.302,30.576,10.3194,,,,
33.28,9.3184,5.248,0.5904,552.56,0,13.02,0.3906,,,,
38.52,11.9412,3.76,1.8048,31.4,7.85,22.14,6.4206,,,,
17.46,5.9364,17.22,7.9212,79.14,36.4044,359.32,7.1864,,,,
149.544,50.4711,1024.38,215.1198,83.952,-90.2484,211.84,76.2624,,,,
17.14,4.4564,26.22,12.3234,80.98,1.6196,143.728,-32.3388,,,,
51.96,12.99,17.34,8.4966,348.84,170.9316,25.68,11.556,,,,
561.584,70.198,159.984,35.9964,9.45,0.189,347.58,17.379,,,,
27.6,2.208,46.344,4.6344,18.84,7.1592,34.76,11.297,,,,
501.81,0,17.568,6.3684,239.98,52.7956,32.48,4.872,,,,
161.94,9.7164,14.62,6.8714,167.96,78.9412,20.04,9.6192,,,,
15.96,7.0224,33.36,8.6736,104.85,28.3095,13999.96,6719.9808,,,,
14.67,3.9609,40.14,19.6686,484.83,126.0558,221.92,106.5216,,,,
27.46,9.8856,141.96,39.7488,122.97,60.2553,26,11.7,,,,
881.93,229.3018,14.73,6.9231,154.44,1.5444,47.01,22.0947,,,,
9.81,-6.867,104.9,25.176,342.37,160.9139,469.99,136.2971,,,,
559.992,174.9975,61.04,30.52,17.216,6.0256,207.846,2.3094,,,,
832.93,233.2204,10.95,5.1465,11.56,5.6644,271.764,60.392,,,,
43.8,21.024,29.04,13.9392,88.4,11.492,12.768,0.9576,,,,
2.816,0.9856,14.62,6.8714,6.48,3.1104,470.376,47.0376,,,,
673.568,252.588,11.952,4.3326,21.8,6.104,176.04,45.7704,,,,
52.98,14.8344,4.536,-3.3264,251.79,118.3413,16.02,4.4856,,,,
12.18,3.8976,9.156,-6.104,205.176,-58.1332,185.92,62.748,,,,
127.869,-9.1335,75.36,20.724,419.4,146.79,211.168,15.8376,,,,
306.2,0,57.504,20.1264,75.48,19.6248,479.984,59.998,,,,
194.25,-38.85,289.8,36.225,39.98,9.995,90.99,14.5584,,,,
63.984,10.3974,2.502,-2.0016,393.165,-204.4458,1526.56,427.4368,,,,
12.72,6.36,6.48,-4.752,408.006,72.5344,368.97,40.5867,,,,
11.52,5.6448,341.488,-73.176,165.28,14.8752,6.848,2.14,,,,
69.216,11.2476,11.12,0.834,33.9,15.594,23.1,6.93,,,,
62.91,22.6476,25.344,3.4848,1979.928,148.4946,11.05,2.9835,,,,
199.98,83.9916,199.96,69.986,70.98,34.7802,257.568,-28.9764,,,,
76.12,22.0748,710.832,-97.7394,91.68,45.84,119.96,33.5888,,,,
872.32,244.2496,106.232,37.1812,33.75,16.875,19.83,5.949,,,,
95.968,28.7904,111.984,11.1984,3040,1459.2,60.84,23.1192,,,,
478.48,47.848,7.712,1.7352,15.936,5.1792,53.25,20.7675,,,,
349.965,-216.9783,5.76,2.6496,244.006,-31.3722,3.76,1.316,,,,
256.784,32.098,12.88,0.3864,159.984,43.9956,143.96,1.7995,,,,
66.112,-84.2928,13.12,1.476,1024.716,-29.2776,2399.96,569.9905,,,,
34.86,16.3842,19.98,9.3906,3.68,1.8032,74.352,23.235,,,,
155.04,75.9696,398.352,124.485,17.28,5.0112,87.168,-226.6368,,,,
1212.96,-69.312,5.04,1.26,17.712,6.4206,32.232,2.4174,,,,
1199.976,434.9913,17.45,8.027,52.136,5.8653,15.008,1.5008,,,,
445.96,55.745,323.136,20.196,25.92,12.4416,45.68,21.0128,,,,
423.28,110.0528,29.7,8.019,40.46,19.8254,110.96,53.2608,,,,
11.96,5.8604,1295.84,145.782,33.87,8.8062,11.94,5.97,,,,
34.79,10.7849,46.84,12.6468,177,30.09,8.26,3.7996,,,,
700.056,-130.0104,425.833,20.0392,18.16,6.583,17.76,8.88,,,,
279.456,20.9592,209.67,-13.978,33.52,3.352,332.94,9.9882,,,,
35.808,12.5328,64.944,6.4944,9.94,3.0814,292.1,58.42,,,,
5.46,1.4742,20.736,7.2576,396,190.08,206.1,55.647,,,,
90.24,41.5104,19.65,9.039,4.16,0.364,17.64,8.1144,,,,
4548.81,1228.1787,152.991,-122.3928,11.648,3.3488,1023.332,-30.098,,,,
310.88,23.316,10.584,-2.3814,212.88,0,600.558,-8.5794,,,,
172.186,-46.7362,94.92,15.82,40.74,0.4074,39.992,6.9986,,,,
69.008,12.0764,14.76,-11.439,11.67,3.0342,211.246,-66.3916,,,,
232.88,17.466,3.656,-5.8496,111.96,54.8604,68.742,-48.1194,,,,
264.32,19.824,14.94,7.0218,9.344,3.504,12.96,6.3504,,,,
604.656,204.0714,61.792,6.1792,79.36,9.92,26.48,10.0624,,,,
10.368,3.6288,15.552,5.4432,35.352,12.8151,532.72,53.272,,,,
95.976,-10.7973,5.232,1.7004,23.952,2.3952,26.72,12.8256,,,,
327.76,91.7728,6.096,2.1336,4.98,2.4402,20.04,9.6192,,,,
121.376,-3.0344,191.82,74.8098,170.88,49.5552,795.48,7.9548,,,,
196.752,56.5662,20.104,1.7591,10.96,2.9592,21.56,6.8992,,,,
143.952,14.3952,16.52,7.5992,33.488,5.8604,81.4,21.164,,,,
16.23,7.9527,485.94,-89.089,8.04,2.9145,325.86,149.8956,,,,
319.9,156.751,37.376,4.672,211.96,42.392,5.715,-4.7625,,,,
11.36,5.3392,70.686,-24.2352,6.672,1.668,59.76,16.7328,,,,
675.12,290.3016,319.968,35.9964,39.96,12.987,6.08,2.0672,,,,
149.232,3.7308,190.86,11.4516,5.46,1.5288,164.792,18.5391,,,,
32.34,-23.716,24.32,8.2688,73.2,21.228,94.2,39.564,,,,
56.064,19.6224,13.36,6.4128,5.84,1.971,205.3328,-36.2352,,,,
108.72,36.693,41.72,13.0375,22.72,10.224,29.78,8.0406,,,,
38.6,11.58,11.52,4.176,9.336,3.2676,677.58,176.1708,,,,
139.86,60.1398,541.44,157.0176,83.976,-13.6461,75.04,36.0192,,,,
1067.94,224.2674,19.44,9.3312,59.48,8.922,84.95,22.087,,,,
1.167,-0.8558,43.26,14.2758,6.69,3.0774,61,25.62,,,,
86.376,1.0797,43.56,15.246,1006.056,88.0299,671.93,188.1404,,,,
2.52,0.882,5,2.4,10.688,3.7408,13.468,-22.8956,,,,
10.332,-5.9409,371.97,66.9546,10.368,3.6288,34.54,17.27,,,,
5.904,1.9926,166.24,24.936,25.12,1.57,2999.95,1439.976,,,,
15.696,5.1012,199.74,47.9376,58.112,7.264,64.12,30.7776,,,,
107.772,-29.2524,435.26,95.7572,19.44,9.3312,33.62,-90.774,,,,
29.32,-24.189,1119.984,377.9946,9.64,4.4344,29.7,8.019,,,,
18.288,5.715,23.92,6.6976,12.7,5.842,94.2,23.55,,,,
25.92,12.4416,60.69,16.3863,41.37,17.3754,28.4,13.348,,,,
290.666,27.3568,287.97,77.7519,41.92,3.668,5.78,2.7166,,,,
42.81,20.1207,595.38,297.69,297.576,-7.4394,121.68,38.025,,,,
12.96,6.2208,12.96,6.2208,4.344,0.8688,482.664,85.176,,,,
225.296,22.5296,4.95,1.3365,94.992,-2.3748,4799.984,359.9988,,,,
104.85,28.3095,13.52,6.2192,74.352,23.235,42.93,19.3185,,,,
166.44,79.8912,259.7,106.477,14.04,1.5795,23.976,-5.6943,,,,
359.772,-5.1396,42.95,1.2885,58.58,19.3314,6.264,2.0358,,,,
26.2,12.838,1399.93,601.9699,104.28,26.07,20.808,1.8207,,,,
1325.85,238.653,503.96,125.99,17.94,8.7906,218.352,-19.1058,,,,
11.088,-8.1312,27.216,9.8658,18.97,9.1056,127.95,21.7515,,,,
25.164,-16.776,194.32,56.3528,14.82,6.2244,25.11,6.5286,,,,
5.248,1.64,94.74,44.5278,21.88,6.2905,411.8,70.006,,,,
567.12,-28.356,60.64,27.8944,13.616,3.5742,360,129.6,,,,
821.3,-16.426,76.3,38.15,9.702,-7.1148,11.12,2.8912,,,,
22638.48,-1811.0784,364.8,167.808,7.712,2.7956,14.94,6.8724,,,,
21.376,7.4816,79.872,29.952,242.9,70.441,25.472,7.6416,,,,
8.016,1.002,46.384,1.1596,454.9,0,7.056,2.205,,,,
355.455,-184.8366,12.96,6.2208,35.92,15.0864,383.84,47.98,,,,
18.936,5.9175,547.136,-68.392,39.76,12.3256,41.22,11.1294,,,,
2001.86,580.5394,1552.831,200.9546,47.744,14.92,240.37,7.2111,,,,
116.28,56.9772,137.24,46.3185,100,21,119.02,33.3256,,,,
302.376,37.797,36.51,15.6993,7.83,3.6018,16.98,8.49,,,,
129.98,62.3904,239.976,80.9919,338.04,-33.804,7.04,2.0416,,,,
377.97,109.6113,32.75,15.065,154.24,17.352,106.32,49.9704,,,,
22.2,9.102,7.86,3.6156,11.232,-8.2368,8.1,-5.94,,,,
8.376,2.7222,24.448,8.8624,10.272,3.21,233.86,-102.048,,,,
58.24,5.096,6.48,3.1104,35.06,10.518,620.6145,-248.2458,,,,
14.45,6.7915,41.86,20.5114,4.13,1.8998,5.328,-3.552,,,,
95.648,31.0856,1619.91,97.1946,109.8,46.116,258.072,0,,,,
63.882,10.647,113.92,42.1504,9.82,4.8118,617.976,-7.7247,,,,
502.488,-87.9354,37.6,2.256,97.984,-24.496,16.256,1.2192,,,,
73.32,21.996,59.9,23.96,62.4,19.5,219.184,19.1786,,,,
515.88,113.4936,37,16.65,59.97,14.9925,56.28,15.7584,,,,
61.544,-40.0036,7.52,2.632,83.36,20.84,2690.97,1264.7559,,,,
53.88,22.6296,301.96,60.392,107.94,26.985,2591.56,621.9744,,,,
56.96,21.0752,33.96,16.98,215.65,73.321,41.95,10.4875,,,,
48.4,23.232,826.11,322.1829,11.168,3.6296,244.55,114.9385,,,,
353.568,-44.196,17.48,8.2156,53.952,17.5344,195.76,97.88,,,,
16.464,1.4406,269.49,5.3898,4.18,1.5048,273.96,71.2296,,,,
13.96,6.7008,29.97,13.4865,2575.944,257.5944,306.9,79.794,,,,
25.96,7.5284,98.352,34.4232,45.36,21.7728,9.82,4.8118,,,,
36.27,10.881,85.52,22.2352,254.24,76.272,35.97,9.7119,,,,
6.48,3.1104,9.84,2.6568,69.93,0.6993,12.96,6.2208,,,,
1075.088,94.0702,20.04,9.6192,16.156,-12.117,191.6,91.968,,,,
438.368,38.3572,631.96,303.3408,54.816,17.8152,8.64,4.2336,,,,
18.088,6.5569,23.92,10.764,92.064,-225.5568,501.81,0,,,,
991.764,-347.1174,64.17,18.6093,6.976,1.8312,15.12,4.914,,,,
33.792,10.56,124.46,58.4962,62.958,-2.6982,17.43,-13.363,,,,
268.935,-209.7693,32.784,-85.2384,5.184,1.8144,251.64,88.074,,,,
2.724,-4.3584,106.5,41.535,31.32,-25.056,478.24,219.9904,,,,
3.264,1.1016,42.048,5.256,11.84,3.108,37.896,-29.0536,,,,
443.92,-94.333,25.488,4.4604,22.784,4.8416,65.584,23.7742,,,,
155.976,54.5916,6.9,-12.075,1127.976,126.8973,7.61,3.5767,,,,
585.552,73.194,9.648,-16.884,140.81,39.4268,7.16,3.58,,,,
74.352,23.235,7.968,2.8884,727.45,-465.568,10.368,3.6288,,,,
170.352,10.647,46.32,18.0648,24.96,4.368,95.736,20.3439,,,,
8.85,-13.7175,181.986,-54.5958,6.48,3.1104,12.32,1.848,,,,
48.86,14.1694,431.976,-100.7944,176.784,-22.098,4.419,-3.0933,,,,
17.94,8.6112,155.37,-36.253,217.056,78.6828,99.99,41.9958,,,,
49.65,20.853,1348.704,-219.1644,31.56,10.4148,286.15,71.5375,,,,
310.12,80.6312,700.152,78.7671,24.784,7.745,195.104,21.9492,,,,
41.4,19.458,2.304,0.2592,191.88,19.188,36.672,6.4176,,,,
35,10.5,1879.96,211.4955,14.78,3.9906,199.95,21.9945,,,,
39.552,14.3376,313.024,105.6456,2.952,-2.1648,41.86,14.2324,,,,
6.08,3.04,5.04,1.764,27.018,-21.6144,11.364,-17.046,,,,
19.9,8.955,50,12,99.39,40.7499,16.768,1.4672,,,,
1706.184,85.3092,6.992,0.5244,863.64,107.955,27.12,-4.746,,,,
1441.3,245.021,1406.86,140.686,47.616,3.5712,1.752,0.1533,,,,
30.016,3.0016,15.75,7.56,177.48,19.9665,20.992,2.3616,,,,
37.4,14.212,323.1,61.389,271.992,23.7993,29.7,13.365,,,,
212.94,57.4938,9.216,3.3408,19.968,-13.312,39.96,17.982,,,,
196.704,68.8464,10.368,3.6288,33.488,-1.2558,5.28,2.376,,,,
53.424,4.6746,15.02,2.7036,8.736,-6.1152,895.92,302.373,,,,
99.918,-18.5562,33.82,9.1314,662.88,74.574,436.704,-38.2116,,,,
10.368,3.6288,6.608,2.1476,95.968,26.3912,7.92,1.683,,,,
24.896,8.4024,14.94,7.0218,10.368,3.6288,14.592,2.5536,,,,
797.944,-56.996,4.928,0.7392,933.536,105.0228,89.856,21.3408,,,,
223.96,53.7504,7.23,-5.784,42.976,4.2976,13.872,5.0286,,,,
206.991,-172.4925,323.1,61.389,1439.976,191.9968,8.76,4.2048,,,,
44.416,3.8864,29.99,2.999,350.98,84.2352,10.776,3.5022,,,,
9.006,-7.2048,883.84,99.432,13.08,6.0168,242.352,9.0882,,,,
91.68,45.84,40.784,4.5882,900.08,117.0104,198.272,-32.2192,,,,
34.272,11.1384,105.96,29.6688,1606.23,481.869,74.45,20.1015,,,,
155.456,-7.7728,15.7,7.065,17.04,7.668,15.552,5.4432,,,,
43.176,13.4925,227.36,81.8496,49.53,23.7744,4.89,2.0049,,,,
2934.33,792.2691,1919.976,215.9973,872.32,244.2496,196.45,70.722,,,,
647.84,32.392,12.828,-8.9796,33.024,11.5584,79.14,36.4044,,,,
57.75,26.565,13.9,5.56,67.136,23.4976,20.736,7.2576,,,,
14.352,4.485,49.12,23.0864,9.392,3.2872,15.57,-11.937,,,,
6.24,2.6208,377.97,94.4925,9.328,0.8162,16.52,2.065,,,,
193.0656,-19.8744,42.28,19.8716,162.64,45.5392,13.71,-10.054,,,,
31.84,10.5072,299.97,56.9943,597,280.59,205.92,2.0592,,,,
19.3,5.79,89.98,43.1904,55.48,26.6304,102.833,-6.049,,,,
104.01,14.5614,257.64,100.4796,17.31,5.193,477.24,9.5448,,,,
3.984,0.6474,125.976,47.241,1.941,-1.294,25.98,1.5588,,,,
119.833,7.049,27.168,-1.3584,7.312,2.5592,26.046,-44.2782,,,,
627.168,70.5564,8.226,-6.0324,122.12,56.1752,2.896,-4.7784,,,,
170.058,-4.8588,5.56,2.224,18.45,8.6715,32.544,-7.7292,,,,
549.99,274.995,323.37,129.348,324.9,38.988,40.74,12.222,,,,
210.392,-336.6272,783.96,68.5965,146.73,68.9631,12.03,-9.223,,,,
32.4,10.368,1447.65,419.8185,3.96,1.4652,2549.985,-3399.98,,,,
31.05,14.904,11.96,5.8604,511.84,240.5648,21.594,-15.8356,,,,
167.535,37.23,32.192,-80.48,91.96,25.7488,8.964,-6.5736,,,,
5.18,-8.029,50.12,-0.6265,8.34,2.1684,20.736,7.2576,,,,
15.56,7.3132,47.976,1.7991,159.88,73.5448,60.312,5.2773,,,,
78.35,36.8245,60.984,4.5738,30.48,9.906,28.14,13.5072,,,,
59.52,15.4752,195.466,-13.7976,23.988,-4.7976,7.38,3.4686,,,,
38.52,17.334,601.536,0,16.688,5.4236,10.9,3.597,,,,
239.984,23.9984,7.9,2.528,422.058,-18.0882,274.89,46.7313,,,,
19.35,9.4815,7.88,1.773,38.088,-27.9312,23.04,11.2896,,,,
26.046,-44.2782,12.84,5.778,254.352,-50.8704,218.352,-19.1058,,,,
74.352,26.9526,25.68,11.556,14.16,5.133,195.136,-43.9056,,,,
3.648,-6.0192,47.516,-2.0364,22.608,-10.1736,44.4,-52.17,,,,
31.104,10.8864,9.42,0.471,21.48,10.74,51.968,10.3936,,,,
95.968,9.5968,12.96,6.2208,8.808,-14.9736,51.336,5.7753,,,,
853.93,0,704.9,56.392,79.384,29.769,332.704,33.2704,,,,
15.936,5.7768,561.568,28.0784,34.58,10.0282,42.408,9.5418,,,,
601.536,60.1536,179.82,84.5154,191.976,23.997,317.058,-18.1176,,,,
2.88,1.4112,185.58,76.0878,8.288,3.0044,15.76,3.546,,,,
4.272,0.9612,214.11,36.3987,139.92,-150.414,14.56,-6.188,,,,
62.24,28.008,999.96,229.9908,15.872,1.1904,146.86,70.4928,,,,
447.84,11.196,653.55,111.1035,6.286,-11.0005,36.56,18.28,,,,
39.84,18.3264,114.6,51.57,9.264,-13.896,848.544,-21.2136,,,,
207.24,58.0272,60.74,15.185,45.68,21.0128,8.7,-6.38,,,,
41.904,14.1426,124.36,27.3592,60.12,28.8576,122.382,-24.4764,,,,
9.408,3.4104,1088.76,315.7404,41.72,13.0375,97.264,-243.16,,,,
4.672,1.46,120.33,31.2858,71.6,32.936,2.694,-4.7145,,,,
318.4,107.46,408.422,-5.8346,85.232,30.8966,2.934,-4.9878,,,,
12.768,4.6284,479.984,59.998,44.4,22.2,11.54,3.462,,,,
15.36,-3.264,12.6,6.048,442.764,59.0352,162.6,34.146,,,,
230.376,20.1579,387.136,24.196,3999.95,1159.9855,908.82,227.205,,,,
23.92,4.0664,135.72,35.2872,199.95,21.9945,47.976,8.3958,,,,
38.34,17.253,12.56,5.652,63.68,28.0192,20.736,7.2576,,,,
20.736,7.2576,263.96,71.2692,29,7.25,18.28,6.2152,,,,
14.304,4.6488,3.882,-5.823,60.81,17.0268,254.352,0,,,,
733.95,352.296,6.608,2.2302,153.552,51.8238,675.06,87.7578,,,,
241.44,72.432,7.28,2.73,65.34,22.869,121.94,35.3626,,,,
281.904,10.5714,144.784,10.8588,123.92,55.764,122.71,36.813,,,,
201.432,67.9833,19.936,7.2268,35.1,12.285,155.34,55.9224,,,,
135.98,33.995,45.92,21.5824,44.75,8.5025,54.9,15.372,,,,
44.95,12.586,244.006,-31.3722,4.704,0.4116,11.76,-7.84,,,,
5.56,2.224,15.936,5.3784,67.56,8.445,5.344,1.8704,,,,
32.4,15.552,20.736,7.2576,167.292,29.7408,66.36,26.544,,,,
22.96,7.5768,43.296,4.3296,72.294,-98.8018,92.88,30.186,,,,
28.99,8.4071,19,8.93,330.588,-115.7058,24.14,7.9662,,,,
12.96,6.3504,344.22,-103.266,44.4,12.432,387.136,-14.5176,,,,
22.96,6.6584,5.04,0.2016,1016.792,381.297,45.408,11.9196,,,,
4164.05,83.281,92.94,41.823,38.136,13.3476,77.952,-11.6928,,,,
177.2,83.284,66.69,22.0077,494.982,-115.4958,3,1.05,,,,
4.624,1.6762,91.68,28.65,143.7,68.976,18.688,7.008,,,,
85.98,22.3548,52.272,17.6418,437.85,131.355,11.664,3.3534,,,,
63.924,-46.8776,17.94,8.073,109.48,33.9388,99.28,12.41,,,,
11.91,0.1191,194.32,31.0912,499.98,114.9954,1.188,-0.99,,,,
1228.465,0,25.99,7.5371,5.28,2.376,7.518,-5.7638,,,,
299.98,83.9944,53.7,10.203,8.26,3.8822,113.568,-21.294,,,,
50.997,-40.7976,36.26,16.6796,48.16,22.1536,1.81,0.6516,,,,
76.792,-16.3183,56.3,15.764,14.352,5.2026,552,34.5,,,,
539.964,-107.9928,32.4,15.552,316,31.6,69.98,4.8986,,,,
197.97,57.4113,29.16,10.7892,141.372,-14.1372,10.43,-18.2525,,,,
1.944,-1.4256,1022.97,-255.7425,41.96,2.9372,72.784,-18.196,,,,
12.984,4.7067,2799.96,874.9875,41.7,20.85,13.904,4.5188,,,,
217.584,19.0386,83.97,23.5116,41.86,10.465,42.048,5.256,,,,
328.776,28.7679,104.97,7.3479,490.32,137.2896,67.92,6.792,,,,
2.286,-3.6576,120.666,18.4548,70.08,24.528,8.896,0.6672,,,,
14.4,7.056,31.68,2.772,1.272,-2.1624,19.05,8.763,,,,
854.94,213.735,10.368,3.6288,557.585,0,73.344,27.504,,,,
81.98,40.1702,12.032,2.256,127.88,40.9216,107.97,22.6737,,,,
43.512,3.8073,5.768,-13.5548,160.32,44.8896,344.981,28.4102,,,,
124.11,52.1262,1123.92,-182.637,46,20.7,1.988,-1.4413,,,,
25.92,9.072,249.584,31.198,532.704,-26.6352,20.34,9.3564,,,,
896.99,-1480.0335,48.672,7.3008,4.912,0.307,39.28,19.2472,,,,
1.234,-1.9744,60.768,7.596,60.288,-27.1296,33.12,11.592,,,,
67.56,6.756,78.6,-62.88,2.632,0.8225,220.2656,-42.1096,,,,
21.72,7.8735,3.768,-3.14,23.688,7.6986,123.92,33.4584,,,,
262.336,95.0968,1036.624,51.8312,253.372,-14.4784,12.39,5.6994,,,,
148.48,16.704,563.808,21.1428,7.216,1.7138,47.3,12.298,,,,
241.176,15.0735,206.43,90.8292,49.568,15.49,139.58,39.0824,,,,
575.968,43.1976,2025.36,607.608,54.712,11.6263,8.384,0.7336,,,,
83.984,31.494,1799.994,-2639.9912,39.68,10.3168,6.848,0.7704,,,,
10.368,3.6288,101.988,-16.998,956.6648,-225.0976,28.08,5.265,,,,
49.12,23.0864,262.864,69.0018,754.45,60.356,751.984,84.5982,,,,
18.28,6.398,284.364,-75.8304,2396.4,179.73,1048.35,-69.89,,,,
164.85,47.8065,26,11.7,230.376,-48.9549,4.91,2.4059,,,,
7.712,2.7956,12.672,-3.168,9.664,3.2616,62.96,28.332,,,,
249.75,44.955,3.366,-2.244,1.344,-2.1504,677.58,-158.102,,,,
255.936,28.7928,94.85,45.528,8.272,-13.6488,13.896,-9.264,,,,
